hour,plug,value
184,9,2920.1320000000233
184,11,34539.36800000004
185,3,4.961
185,5,4838.069999999958
185,6,3751.333000000001
185,7,38509.03400000012
185,9,2919.027000000023
185,11,35223.115000000114
186,3,0.616
186,4,18078.167
186,5,4863.769999999957
186,6,3787.153000000002
186,7,39243.4710000001
186,9,2924.3740000000275
186,11,35953.07300000005
187,3,5.6209999999999996
187,5,115535.87499999978
187,6,89596.14000000012
187,7,38372.19800000001
187,9,2920.640000000029
187,11,35265.803000000116
188,3,4.369
188,5,102017.27100000027
188,6,79787.03500000143
188,7,38707.25300000011
188,9,2919.0520000000242
188,11,35480.709000000126
189,3,1.657
189,5,5753.78199999994
189,6,4485.495999999994
189,7,39292.92500000014
189,9,6959.781000000016
189,11,36090.120000000104
190,3,5.414999999999999
190,5,4775.573999999959
190,6,3715.4440000000013
190,7,38457.671000000104
190,9,19418.734999999982
190,11,35212.16500000004
191,3,3.065
191,5,4796.300999999951
191,6,3741.4339999999993
191,7,38613.40200000007
191,9,6743.973000000086
191,11,35348.61400000005
192,3,5.816999999999999
192,5,4796.626999999952
192,6,3725.773999999996
192,7,38414.734999999964
192,9,4023.8930000000228
192,11,35340.58300000008
193,3,5.481
193,5,4817.716999999951
193,6,3753.630999999999
193,7,38787.41800000006
193,9,3731.644000000023
193,11,35493.4860000001
194,3,3.713
194,5,4768.158999999956
194,6,3708.932
194,7,38604.646000000044
194,9,3654.90500000003
194,11,35254.07000000008
195,3,6.611999999999999
195,5,4846.0669999999545
195,6,3761.293999999998
195,7,38590.70100000009
195,9,3740.550000000028
195,11,35255.892000000145
196,3,6.132
196,4,8262.286999999993
196,5,4817.291999999965
196,6,3747.159999999992
196,7,38487.56400000009
196,9,3714.0050000000247
196,11,35399.88500000012
197,2,3115.3479999999995
197,3,10.373999999999997
197,5,4848.877999999971
197,6,3746.6609999999973
197,7,38212.42500000003
197,9,3626.4380000000247
197,11,34922.32400000008
198,2,72242.37599999977
198,3,4.3660000000000005
198,5,4768.826999999952
198,6,3700.2430000000018
198,7,38571.80700000006
198,9,2727.093000000015
198,11,35181.63900000011
199,2,58625.430999999946
199,3,3.4739999999999998
199,5,207074.44000000026
199,6,160546.08000000002
199,7,38462.04800000007
199,9,1741.7329999999977
199,11,35218.83200000004
200,2,46064.38699999994
200,3,2.83
200,5,150309.42199999987
200,6,117059.55600000008
200,7,38374.96100000011
200,9,1791.9330000000004
200,11,35235.18400000012
201,2,24250.585000000057
201,3,4.412999999999999
201,5,82069.9829999999
201,6,63646.10000000003
201,7,37715.59500000006
201,9,1715.142999999999
201,11,34642.18300000004
202,2,1985.802999999999
202,3,2.4779999999999998
202,5,6055.057
202,6,4720.228
202,7,38013.372999999985
202,9,1643.6669999999979
202,11,34640.53800000009
203,3,1.8320000000000003
203,7,38258.26100000005
203,9,1679.9609999999982
203,11,35114.65900000007
204,2,21981.60999999984
204,3,3.273
204,5,74981.24699999986
204,6,58489.27499999975
204,7,38233.02700000004
204,9,1720.3909999999985
204,11,35013.06600000006
205,2,18644.816999999868
205,3,2.382
205,5,7027.222000000012
205,6,5452.804000000011
205,7,38058.191000000144
205,9,1716.3619999999994
205,11,34875.68200000007
206,2,18261.96999999984
206,3,2.4469999999999996
206,5,7040.603000000012
206,6,5477.410999999997
206,7,38260.31500000023
206,9,1728.557
206,11,35159.019000000095
207,2,53943.966999999895
207,3,3.336
207,5,177909.11199999994
207,6,138721.46199999982
207,7,38420.27600000014
207,9,1673.8499999999992
207,11,35094.496000000116
208,2,71088.13799999985
208,3,1.9530000000000003
208,5,253350.3910000012
208,6,195662.93700000056
208,7,38432.631000000096
208,9,1702.9099999999994
208,11,35044.733000000095
209,0,4072.9889999999987
209,2,69555.3379999997
209,3,6.506
209,4,9082.189999999999
209,5,249140.0910000003
209,6,193820.92400000052
209,7,38219.83600000005
209,8,16014.116999999998
209,9,1725.3689999999983
209,11,35012.58400000011
210,2,43839.57900000069
210,3,2.495
210,4,57356.595000000096
210,5,93186.06299999973
210,6,72444.49400000011
210,7,38295.39600000007
210,9,1685.18
210,11,35063.150000000074
211,2,18346.905999999864
211,3,1.901
211,4,28463.55999999999
211,5,7053.959000000006
211,6,5495.543999999998
211,7,37668.723000000144
211,9,1764.0479999999966
211,11,34610.19000000001
212,2,18312.45799999987
212,3,3.024
212,5,7058.850000000017
212,6,5498.037000000007
212,7,37784.81200000007
212,9,1775.842000000001
212,11,34635.168
213,2,18423.911999999837
213,3,2.438
213,5,7185.84800000002
213,6,5580.650000000017
213,7,37483.571000000025
213,9,1756.187
213,11,34378.23300000004
214,2,14809.059999999874
214,3,0.524
214,5,5836.723000000006
214,6,4525.838999999989
214,7,35631.44700000004
214,9,1717.555
214,11,32637.351000000057
215,2,18186.95199999982
215,3,1.2429999999999999
215,5,7119.193000000018
215,6,5533.983000000012
215,7,38713.6110000001
215,9,1786.223999999999
215,11,35369.647000000106
216,2,18078.294999999824
216,3,1.8009999999999997
216,5,7081.527000000007
216,6,5516.5999999999985
216,7,38842.38600000003
216,9,1735.968999999998
216,11,35687.98700000012
217,2,18019.141999999832
217,3,2.933
217,5,7106.861000000019
217,6,5527.222000000012
217,7,38751.914000000026
217,9,1715.5809999999967
217,11,35454.03100000017
218,2,17947.58599999982
218,3,3.166
218,5,7072.64400000002
218,6,5480.253999999994
218,7,38806.16200000005
218,9,1710.8119999999988
218,11,35459.939000000035
219,2,18142.077999999823
219,3,2.986
219,5,7146.320000000002
219,6,5557.377000000002
219,7,38196.04199999998
219,9,1734.9759999999965
219,11,35012.2200000001
220,2,18533.17899999986
220,3,3.1460000000000004
220,5,7211.654000000007
220,6,5633.483000000017
220,7,37612.87499999997
220,9,1736.5969999999993
220,11,34586.40100000008
221,2,18520.230999999803
221,5,7219.567000000013
221,6,5617.15200000001
221,7,37714.86300000001
221,9,1731.1069999999988
221,11,34533.33700000002
222,2,34386.946999999986
222,3,2.578
222,5,126379.40699999983
222,6,98163.42000000003
222,7,37931.492000000115
222,9,1718.3499999999963
222,11,34711.968000000044
223,2,70413.31199999973
223,3,2.7430000000000003
223,5,232393.42799999984
223,6,181202.46800000017
223,7,36998.759000000005
223,9,1825.3390000000015
223,11,33970.10700000007
224,2,22238.181999999833
224,3,2.941
224,5,162555.99300000007
224,6,126645.37200000026
224,7,37735.04200000005
224,9,1771.430999999998
224,11,34594.67400000011
225,2,18441.98699999982
225,3,0.676
225,5,244181.52399999968
225,6,189331.63100000017
225,7,26885.77400000003
225,9,1218.1579999999997
225,11,24611.951000000012
226,2,36620.04400000037
226,3,2.451
226,5,243088.84699999992
226,6,189049.28499999986
226,7,36911.13800000004
226,9,1708.9569999999976
226,11,33681.22200000002
227,2,58178.92999999988
227,3,2.407
227,5,223227.22200000103
227,6,173633.82699999894
227,7,32280.18200000005
227,9,1406.8059999999957
227,11,29538.81700000005
228,2,70168.01300000005
228,3,1.325
228,5,225840.7290000003
228,6,175603.6509999989
228,7,37359.233999999975
228,9,1671.8329999999987
228,11,34295.39500000009
229,2,70297.05499999988
229,3,3.042
229,5,224758.8600000012
229,6,173943.833999999
229,7,37362.243999999984
229,9,1692.5629999999958
229,11,34114.70300000004
230,2,68760.53699999998
230,3,1.928
230,5,226645.15800000064
230,6,176685.71699999893
230,7,33738.6070000001
230,9,1615.4129999999975
230,11,30887.01800000004
231,2,67884.87299999973
231,3,1.887
231,5,242761.74900000126
231,6,188559.43099999995
231,7,36692.064000000144
231,9,1807.887999999999
231,11,33832.756000000045
232,2,71189.7169999997
232,3,5.449999999999999
232,5,242205.8689999995
232,6,187788.33699999974
232,7,35723.45900000009
232,9,1692.7489999999968
232,11,32602.731999999978
233,0,9133.938999999997
233,2,70281.47399999997
233,3,1.681
233,4,34339.759
233,5,244617.47800000137
233,6,189739.96400000012
233,7,37155.32900000003
233,8,35982.576
233,9,1705.044999999994
233,11,33996.28800000004
234,0,11562.647999999986
234,2,69843.64799999978
234,3,0.616
234,4,58484.91300000013
234,5,237196.59900000066
234,6,184555.47700000126
234,7,36994.82600000006
234,8,45569.51999999996
234,9,1714.0440000000003
234,11,33936.171000000024
235,0,8966.078000000009
235,2,59327.8099999999
235,3,2.473
235,4,54927.21000000018
235,5,190775.9240000007
235,6,147915.5510000009
235,7,35006.719999999965
235,8,35503.49099999999
235,9,1736.4629999999963
235,11,32024.407999999978
236,2,18436.54699999987
236,3,2.481
236,5,7039.2900000000145
236,6,5477.067000000015
236,7,37085.29900000005
236,9,1734.2119999999957
236,11,33991.472000000074
237,2,18387.289999999848
237,3,2.9989999999999997
237,5,7124.235000000017
237,6,5554.724000000026
237,7,38272.500000000146
237,9,1715.9559999999985
237,11,35132.65400000012
238,2,18124.779999999817
238,3,6.081
238,5,7024.917000000013
238,6,5443.868999999995
238,7,38184.13100000006
238,9,1747.4829999999974
238,11,34998.3780000001
239,2,18143.93699999984
239,3,6.224999999999999
239,5,4901.292999999952
239,6,3824.872999999999
239,7,38228.94400000014
239,9,1726.6699999999976
239,11,34961.60800000008
240,2,18318.67799999984
240,3,7.982
240,5,4888.443999999945
240,6,3794.455000000002
240,7,38396.932000000066
240,9,1796.233999999998
240,11,35145.31500000015
241,2,18041.381999999805
241,3,5.68
241,5,4831.937999999952
241,6,3748.8069999999993
241,7,37642.500000000146
241,9,1743.9349999999968
241,11,34648.37200000008
242,2,18002.880999999797
242,3,5.655
242,5,4864.998999999968
242,6,3778.615999999999
242,7,38655.05000000015
242,9,1816.360999999999
242,11,35385.17300000014
243,2,18506.491999999835
243,3,3.669
243,5,4927.089999999961
243,6,3833.1510000000007
243,7,38568.164000000106
243,9,1743.6359999999956
243,11,35329.4580000001
244,2,18564.930999999862
244,3,1.7850000000000001
244,5,4941.129999999953
244,6,3850.6500000000055
244,7,37777.88700000002
244,9,1740.726999999997
244,11,34666.68600000011
245,2,60361.222999999954
245,3,3.6590000000000003
245,5,130926.79099999985
245,6,101849.49999999999
245,7,37171.481000000065
245,9,1766.9799999999982
245,11,34043.72000000004
246,2,73175.55399999977
246,3,0.701
246,5,244561.86000000022
246,6,189365.39099999977
246,7,37299.85300000001
246,9,1698.5899999999983
246,11,34101.50200000001
247,2,65391.530000000115
247,3,1.379
247,5,242362.28200000207
247,6,189110.09199999916
247,7,37308.30400000002
247,9,1799.9009999999973
247,11,34123.79000000002
248,2,74452.50299999978
248,3,1.308
248,5,235630.98500000063
248,6,184444.336
248,7,37273.474999999984
248,9,1693.1259999999982
248,11,34191.75400000004
249,2,23475.62599999972
249,3,1.798
249,5,242111.09400000126
249,6,188629.4290000013
249,7,37510.59400000007
249,9,1673.3509999999985
249,11,34397.89799999995
250,2,18762.297999999853
250,3,2.404
250,5,238419.03800000137
250,6,184981.72599999915
250,7,37293.64199999996
250,9,1702.4819999999988
250,11,34213.301000000014
251,2,18738.24899999985
251,5,157769.58900000047
251,6,122399.25000000076
251,7,37093.02499999997
251,9,1674.5689999999977
251,11,34000.914999999986
252,2,18930.51699999987
252,3,3.8320000000000003
252,5,7100.244000000014
252,6,5512.758000000005
252,7,37590.06000000003
252,9,1669.4729999999988
252,11,34609.21700000013
253,2,18660.370999999825
253,3,3.015
253,5,7213.588000000018
253,6,5599.972000000005
253,7,37655.998000000036
253,9,1771.3149999999987
253,11,34414.88700000008
254,2,18227.572999999855
254,3,5.16
254,5,7113.9560000000165
254,6,5524.206000000005
254,7,37411.918000000034
254,9,1803.431999999999
254,11,34260.87300000008
255,2,18198.792999999827
255,3,2.489
255,5,7021.18000000001
255,6,5465.317000000002
255,7,36771.369000000006
255,9,1661.2899999999986
255,11,33906.17700000003
256,0,11538.434000000007
256,2,33756.21899999999
256,3,2690.9649999999992
256,4,8146.568999999998
256,5,215181.888
256,6,167294.64099999997
256,7,36812.956000000144
256,8,45448.760999999984
256,9,1666.410999999999
256,11,33863.897000000026
257,0,22848.72100000003
257,2,71524.35199999981
257,3,16271.652000000002
257,4,59636.660000000134
257,5,239514.986
257,6,186781.3579999999
257,7,36040.164000000004
257,8,89884.02399999999
257,9,1715.9119999999982
257,11,33038.713999999985
258,0,3423.608000000001
258,2,69258.17999999982
258,4,44974.559000000045
258,5,254295.40299999947
258,6,198634.572
258,7,36238.91099999994
258,8,13550.403000000015
258,9,1758.5439999999992
258,11,33311.623000000036
259,2,68546.0659999997
259,5,227259.12600000037
259,6,176187.2220000001
259,7,37259.79000000005
259,9,1714.8309999999985
259,11,34133.50600000009
260,2,66798.4459999998
260,5,229546.9430000013
260,6,178127.03599999967
260,7,36885.81300000009
260,9,1735.1909999999966
260,11,33727.9920000001
261,2,72075.51399999985
261,5,239421.70800000158
261,6,185928.2490000001
261,7,37246.392000000065
261,9,1789.6899999999962
261,11,34207.58200000002
262,2,45800.904000000555
262,5,119552.70200000027
262,6,92886.39500000096
262,7,37650.96900000001
262,9,1809.4409999999996
262,11,34481.66600000009
263,2,18309.27699999981
263,5,4822.457999999969
263,6,3755.1940000000036
263,7,37509.57900000001
263,9,1839.5999999999974
263,11,34364.83700000006
264,2,18233.17499999985
264,5,4824.368999999963
264,6,3755.554000000001
264,7,37344.015000000014
264,9,1706.5939999999975
264,11,34266.820000000145
265,2,18548.46199999984
265,5,4924.681999999953
265,6,3830.2799999999993
265,7,37649.80100000003
265,9,1732.0669999999993
265,11,34358.64000000003
266,2,18338.717999999837
266,5,4888.385999999958
266,6,3803.841000000003
266,7,37119.54199999989
266,9,1746.855999999997
266,11,34104.475000000086
267,2,18255.592999999863
267,5,4899.563999999958
267,6,3801.291999999995
267,7,37672.74300000004
267,9,1734.0959999999977
267,11,34670.169000000045
268,2,18653.984999999855
268,5,4962.273999999955
268,6,3854.810000000002
268,7,37326.95500000001
268,9,1736.0519999999967
268,11,34166.547000000064
269,2,18933.351999999893
269,5,4590.472999999958
269,6,3577.2599999999984
269,7,36989.85600000007
269,9,1798.059999999997
269,11,33947.380000000056
270,2,54883.62700000001
270,5,3765.14799999997
270,6,2926.8099999999954
270,7,37486.57800000004
270,9,1791.6509999999969
270,11,34211.844000000056
271,2,14203.784000000003
271,5,17404.563
271,6,13322.917
271,7,37354.42600000008
271,9,1747.2559999999983
271,11,34380.568000000065
272,7,37149.21100000002
272,9,1848.421999999998
272,11,34092.81599999997
273,7,37803.025999999976
273,9,1792.3389999999977
273,11,34515.75300000009
274,7,37464.71200000003
274,9,1764.1089999999988
274,11,34190.04900000005
275,7,37146.15399999995
275,9,1684.4279999999985
275,11,34137.198000000004
276,7,37489.727
276,9,1670.5729999999996
276,11,34368.74199999998
277,7,37220.576000000045
277,9,1748.334999999998
277,11,34215.12000000012
278,7,37389.299000000006
278,9,1777.5589999999966
278,11,34372.32299999996
279,0,651.2429999999998
279,4,2944.7560000000003
279,7,36966.078000000016
279,8,2665.557
279,9,1714.7799999999968
279,11,33978.97600000006
280,0,12559.259000000004
280,4,57961.22700000016
280,7,37117.53300000007
280,8,49529.39800000006
280,9,1693.2359999999962
280,11,33921.88900000008
281,0,11685.63
281,4,58220.81300000007
281,7,36985.90799999998
281,8,46004.024999999994
281,9,1805.902999999998
281,11,33810.829999999936
282,0,9538.768000000002
282,4,58517.64100000008
282,7,34485.80599999987
282,8,37570.705000000045
282,9,1728.5799999999965
282,11,31557.23400000002
283,4,21864.331999999995
283,7,35112.51400000004
283,9,1752.804999999997
283,11,32199.647000000026
284,7,36199.701000000015
284,9,1786.267999999998
284,11,33063.49000000014
285,7,37034.45600000005
285,9,1756.2219999999961
285,11,33733.21599999997
286,7,37355.61300000002
286,9,1699.0729999999978
286,11,34361.598000000085
287,7,37113.436999999954
287,9,1711.3489999999981
287,11,34025.44100000002
288,7,36877.14100000009
288,9,1629.9299999999992
288,11,33903.34200000008
289,2,17180.851999999813
289,5,4655.543999999954
289,6,3621.062999999996
289,7,36824.85200000009
289,9,1646.3629999999987
289,11,33588.55900000012
290,2,17985.236999999837
290,5,4830.049999999954
290,6,3768.0440000000044
290,7,37574.50599999999
290,9,1666.3999999999983
290,11,34409.511000000064
291,2,17994.13199999982
291,5,4847.151999999965
291,6,3751.651000000004
291,7,37381.50299999999
291,9,1799.5359999999976
291,11,34338.25300000008
292,2,18440.73299999983
292,5,4911.312999999955
292,6,3815.492000000001
292,7,37326.93000000003
292,9,1729.1799999999967
292,11,34103.64400000008
293,2,18176.80999999984
293,5,4848.730999999951
293,6,3768.8010000000045
293,7,36984.36400000009
293,9,1790.4869999999976
293,11,33931.32900000008
294,2,52855.19599999984
294,5,217455.40900000007
294,6,169837.51399999982
294,7,37190.259000000005
294,9,1743.7279999999994
294,11,34122.05400000006
295,2,69601.55599999976
295,5,234007.3320000015
295,6,182527.00299999886
295,7,37379.03900000004
295,9,1785.3739999999982
295,11,34318.581
296,2,60282.54300000013
296,5,255603.15400000117
296,6,198548.8889999997
296,7,36935.34599999996
296,9,1731.2939999999978
296,11,33829.962
297,2,62262.28999999999
297,5,310268.9700000004
297,6,240061.44799999896
297,7,37425.03600000001
297,9,1709.0079999999969
297,11,34171.1290000001
298,2,17169.558999999837
298,5,266737.31700000056
298,6,207805.87699999905
298,7,36225.36699999997
298,9,1771.0259999999982
298,11,33309.96300000004
299,2,17623.56599999986
299,5,216582.8870000011
299,6,168325.94199999966
299,7,36399.964000000014
299,9,1755.3989999999983
299,11,33332.12800000005
300,2,34127.480999999985
300,5,238490.70800000036
300,6,185473.5640000004
300,7,37407.12600000002
300,9,1676.158999999997
300,11,34203.853000000105
301,2,67577.5959999998
301,5,233357.549
301,6,182327.50199999948
301,7,36762.42699999994
301,9,1778.958999999997
301,11,33698.680999999975
302,0,13485.439999999991
302,1,78626.1769999999
302,2,63960.87899999988
302,5,230727.4190000013
302,6,179116.9409999999
302,7,33535.59199999998
302,8,53529.15099999999
302,9,1642.318999999996
302,11,30733.271000000048
303,0,2230.204999999999
303,1,65282.7499999999
303,2,69705.63499999972
303,5,242940.08500000078
303,6,187971.06199999887
303,7,35946.37600000003
303,8,8937.841
303,9,1750.0829999999978
303,11,33045.2710000001
304,1,12813.161999999998
304,2,70813.43299999979
304,5,242346.1380000002
304,6,187889.87399999955
304,7,35693.092000000004
304,9,1777.2089999999987
304,11,32860.66200000006
305,1,99597.08500000022
305,2,70407.35299999987
305,5,246178.85600000125
305,6,191026.05999999974
305,7,36215.32499999995
305,9,1649.3099999999977
305,11,33167.89899999999
306,1,29033.185999999925
306,2,71432.8419999998
306,5,248331.54100000125
306,6,193082.84699999983
306,7,35656.80199999995
306,9,1705.5499999999995
306,11,32713.05300000001
307,1,52826.346999999856
307,2,65779.10099999978
307,5,134719.7960000004
307,6,104932.40300000079
307,7,34087.832999999955
307,9,1766.930999999997
307,11,31352.873000000036
308,1,85539.31699999991
308,2,64485.41999999984
308,5,6719.777000000005
308,6,5232.724999999994
308,7,34956.35500000003
308,9,1742.9749999999997
308,11,32226.375999999993
309,2,68750.49899999963
309,5,6244.133999999951
309,6,4855.850999999976
309,7,35835.822999999975
309,9,1822.004
309,11,32725.875000000007
310,1,91349.50799999994
310,2,18593.41599999985
310,5,4856.447999999959
310,6,3769.1380000000054
310,7,36035.14100000009
310,9,1762.6010000000006
310,11,33084.20200000007
311,1,45246.94000000004
311,2,17890.119999999817
311,5,4822.054999999949
311,6,3765.004999999997
311,7,36040.92599999997
311,9,1790.951
311,11,32925.593000000044
312,1,34458.78400000001
312,2,17847.988999999834
312,5,4798.936999999951
312,6,3731.120000000001
312,7,36035.018999999986
312,9,1822.1169999999977
312,11,32985.51100000004
313,1,96308.59200000002
313,2,17899.96799999981
313,5,4825.478999999963
313,6,3740.672000000002
313,7,36153.16899999995
313,9,1765.2779999999968
313,11,33072.94000000005
314,1,6318.048000000002
314,2,17743.174999999792
314,5,4817.51699999995
314,6,3745.994000000005
314,7,35634.95899999995
314,9,1685.5430000000001
314,11,32775.2650000001
315,1,72874.87899999977
315,2,17697.022999999834
315,5,4820.867999999954
315,6,3759.8810000000044
315,7,35969.02499999998
315,9,1636.1119999999974
315,11,32887.78
316,1,60424.80699999983
316,2,18093.002999999844
316,5,4838.111999999959
316,6,3777.719000000004
316,7,36152.350999999966
316,9,1796.6669999999967
316,11,32943.39300000007
317,1,13480.577000000003
317,2,18130.18899999985
317,5,4884.097999999947
317,6,3784.913000000005
317,7,35736.595999999925
317,9,1777.1309999999983
317,11,32848.09600000005
318,1,99273.59300000004
318,2,64060.04599999997
318,5,66091.69100000002
318,6,51435.12999999997
318,7,35564.707000000024
318,9,1735.1369999999968
318,11,32531.378000000037
319,1,18794.553
319,2,69965.81099999981
319,5,252982.6779999999
319,6,196650.31199999945
319,7,35621.14000000004
319,9,1738.0049999999983
319,11,32629.601000000057
320,1,59879.43199999978
320,2,56007.02799999982
320,5,225775.08100000082
320,6,175706.76299999945
320,7,35929.74099999994
320,9,1778.238999999998
320,11,32908.873000000014
321,1,77722.69099999974
321,2,22929.639999999727
321,5,234820.54000000062
321,6,182789.62999999983
321,7,36193.15800000003
321,9,1745.7799999999966
321,11,33283.30400000009
322,2,17977.716999999833
322,5,247156.77800000104
322,6,192317.90699999977
322,7,35950.91899999994
322,9,1819.6859999999983
322,11,32916.19000000008
323,1,96957.49499999952
323,2,17994.45599999985
323,5,87617.2450000002
323,6,68069.50500000072
323,7,36155.04300000003
323,9,1764.3549999999964
323,11,33038.08700000002
324,1,42409.59199999997
324,2,18165.964999999855
324,5,6959.302000000011
324,6,5402.249000000014
324,7,35786.302
324,9,1683.2819999999972
324,11,32937.88500000001
325,1,35188.96399999997
325,2,17905.75999999985
325,5,6965.002000000007
325,6,5388.094
325,7,35646.58299999997
325,9,1683.3919999999966
325,11,32613.39600000001
326,1,95693.50899999992
326,2,18086.987999999852
326,5,7044.936000000002
326,6,5471.449000000009
326,7,35948.663999999975
326,9,1672.7140000000009
326,11,32792.549000000035
327,1,13428.536999999988
327,2,18042.317999999806
327,5,7058.144000000015
327,6,5484.160000000006
327,7,35386.299999999974
327,9,1744.6029999999982
327,11,32463.606999999964
328,1,67841.94399999986
328,2,17883.97999999981
328,5,6971.184000000025
328,6,5422.004999999997
328,7,35732.066000000064
328,9,1790.4339999999986
328,11,32737.79599999996
329,1,77563.88000000002
329,2,17860.36799999987
329,5,7044.169000000022
329,6,5492.5280000000175
329,7,35486.344999999965
329,9,1732.2419999999997
329,11,32417.471999999987
330,2,17824.885999999853
330,5,7005.636000000001
330,6,5437.382000000009
330,7,34686.74099999991
330,9,1763.4009999999964
330,11,31927.945000000018
331,1,98049.39699999984
331,2,17804.01299999982
331,5,6988.561000000011
331,6,5409.251000000015
331,7,35021.05899999999
331,9,1672.1400000000003
331,11,32135.934999999965
332,1,46663.17099999986
332,2,17619.072999999862
332,5,6926.637000000017
332,6,5370.266000000007
332,7,35107.43899999999
332,9,1697.780999999997
332,11,32131.622999999945
333,1,31035.733999999942
333,2,18210.227999999817
333,5,7128.115000000009
333,6,5544.6720000000005
333,7,36160.66999999993
333,9,1734.0749999999973
333,11,32927.59900000004
334,1,97196.07299999984
334,2,18039.127999999797
334,5,7067.200999999995
334,6,5503.553000000013
334,7,36460.52099999994
334,9,1780.0369999999998
334,11,33444.054
335,1,19528.39300000001
335,2,35410.0220000001
335,5,6988.661000000008
335,6,5447.689000000003
335,7,36080.202999999994
335,9,1651.4069999999977
335,11,33127.15700000005
336,1,59748.084999999744
336,2,17663.821999999836
336,5,6922.508000000002
336,6,5365.124000000015
336,7,35926.33200000007
336,9,1687.672999999999
336,11,33012.18700000007
337,1,79666.622
337,2,17539.010999999817
337,5,6849.550000000013
337,6,5297.192999999998
337,7,35065.88699999996
337,9,1704.5169999999996
337,11,32246.929000000117
338,2,17921.584999999828
338,5,7018.042000000015
338,6,5473.721000000015
338,7,35848.96600000002
338,9,1709.2169999999987
338,11,33011.02400000005
339,1,92511.97800000013
339,2,17811.783999999836
339,5,7029.500000000009
339,6,5437.782999999987
339,7,36181.06399999997
339,9,1673.2359999999996
339,11,33150.37400000002
340,1,50377.25799999998
340,2,17929.251999999826
340,5,7012.5330000000085
340,6,5445.450000000004
340,7,36121.574000000015
340,9,1799.2699999999984
340,11,33226.136000000064
341,1,26276.20799999999
341,2,17862.84999999985
341,5,7000.19600000001
341,6,5445.449000000008
341,7,36175.2259999999
341,9,1844.7099999999975
341,11,33109.28400000003
342,1,98139.94299999982
342,2,17767.58999999981
342,5,7002.792000000005
342,6,5461.129000000014
342,7,36382.25299999999
342,9,1826.8050000000003
342,11,33432.17600000005
343,1,21972.665999999972
343,2,66394.00899999983
343,5,6935.4520000000175
343,6,5409.440000000003
343,7,35992.79899999993
343,9,1806.2179999999985
343,11,32953.662000000026
344,1,57407.88099999976
344,2,71009.72299999985
344,5,119299.6390000003
344,6,92506.63999999996
344,7,36082.39999999993
344,9,1689.9269999999997
344,11,32952.61399999999
345,1,90072.13200000001
345,2,70107.14299999997
345,5,257689.28900000037
345,6,201430.62399999957
345,7,35899.48899999989
345,9,1703.299999999999
345,11,33047.757999999994
346,2,68688.42899999996
346,5,281090.38799999986
346,6,217968.04300000027
346,7,35079.77599999993
346,9,1650.3839999999977
346,11,32146.568000000017
347,1,85428.80199999998
347,2,67946.37499999978
347,5,235453.7089999998
347,6,182911.97300000046
347,7,35592.34699999997
347,9,1779.9779999999962
347,11,32723.258999999976
348,1,67805.99399999992
348,2,66734.36100000006
348,5,248728.41100000002
348,6,194219.54500000042
348,7,35410.987
348,9,1890.4669999999958
348,11,32423.322999999957
349,1,7932.342000000003
349,2,67891.99299999984
349,5,251299.1119999999
349,6,195495.54300000033
349,7,36015.15399999996
349,9,1810.0169999999982
349,11,33024.43900000009
350,1,101088.62200000003
350,2,69539.18799999992
350,5,230320.27000000014
350,6,179262.25199999948
350,7,36293.39299999997
350,9,1857.0269999999978
350,11,33180.643999999964
351,1,52196.53299999995
351,2,67371.25199999995
351,5,169204.81200000033
351,6,131470.18600000054
351,7,35069.696
351,9,1793.2519999999977
351,11,32093.41300000004
352,1,25585.441999999974
352,2,67853.48999999985
352,5,6741.329000000015
352,6,5246.167000000015
352,7,35163.57899999992
352,9,1712.727999999998
352,11,32230.706
353,1,97851.79799999992
353,2,68674.46499999965
353,5,6792.693000000003
353,6,5299.575000000008
353,7,35975.01699999999
353,9,1720.619999999999
353,11,32942.4800000001
354,1,35178.984000000004
354,2,51333.03900000032
354,5,6573.111000000011
354,6,5105.252000000003
354,7,35651.58899999997
354,9,1730.471999999999
354,11,32654.168
355,1,44412.48299999975
355,2,14058.929999999913
355,4,1841.4710000000002
355,5,5551.216999999998
355,6,4328.884999999977
355,7,32914.070999999836
355,9,1771.591999999996
355,11,30208.06300000016
356,1,95289.78199999988
356,2,33595.392000000145
356,4,1880.2080000000003
356,5,5663.835000000011
356,6,4387.321999999982
356,7,33380.66499999998
356,9,1699.5089999999964
356,11,30535.036999999942
357,1,11877.438000000013
357,2,68110.13299999991
357,5,5520.693999999959
357,6,4286.218999999999
357,7,36789.00900000005
357,9,3242.7569999999982
357,11,33703.403000000064
358,1,88403.91899999982
358,2,15455.87999999986
358,5,4118.099999999968
358,6,3217.0969999999984
358,7,36708.41199999997
358,9,19220.59799999991
358,11,33740.88800000007
359,1,90314.28800000034
359,2,14154.429999999891
359,5,3823.03299999998
359,6,2963.2979999999984
359,7,36829.85300000004
359,9,6562.798000000061
359,11,33730.744000000035
360,2,16216.05099999986
360,5,4375.3099999999695
360,6,3407.8919999999966
360,7,35602.82399999995
360,9,4102.136000000015
360,11,32658.58000000006
361,1,85333.93000000004
361,2,17778.8209999998
361,5,4776.443999999947
361,6,3720.7029999999986
361,7,36985.88900000003
361,9,4041.6720000000255
361,11,33981.28199999999
362,1,75965.76399999997
362,2,17674.923999999843
362,5,4768.016999999961
362,6,3703.4620000000054
362,7,36921.81100000007
362,9,3846.7420000000247
362,11,33917.38700000002
363,2,17722.12999999982
