min,agg,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class11
33,1596.275,0,0,0,0,0,0,0,0,0,0,0
34,1697.8480000000002,0,0,0,0,0,0,0,0,0,0,0
35,1655.0250000000003,0,0,0,0,0,0,0,0,0,0,0
36,1615.1830000000002,0,0,0,0,0,0,0,0,0,0,0
37,1459.6540000000005,0,0,0,0,0,0,0,0,0,0,0
38,1462.3720000000003,0,0,0,0,0,0,0,0,0,0,0
39,1638.9060000000004,0,0,0,0,0,0,0,0,0,0,0
40,1647.5620000000001,0,0,0,0,0,0,0,0,0,0,0
41,1444.8389999999997,0,0,0,0,0,0,0,0,0,0,0
42,1294.9840000000002,0,0,0,0,0,0,0,0,0,0,0
43,1617.403,0,0,0,0,0,0,0,0,0,0,0
44,1638.3350000000003,0,0,0,0,0,0,0,0,0,0,0
45,1572.5900000000001,0,0,0,0,0,0,0,0,0,0,0
46,1536.2680000000003,0,0,0,0,0,0,0,0,0,0,0
47,1387.7160000000003,0,0,0,0,0,0,0,0,0,0,0
48,1634.5370000000003,0,0,0,0,0,0,0,0,0,0,0
49,1694.7670000000003,0,0,0,0,0,0,0,0,0,0,0
50,1482.581,0,0,0,0,0,0,0,0,0,0,0
51,1537.5400000000004,0,0,0,0,0,0,0,0,0,0,0
52,1580.2120000000007,0,0,0,0,0,0,0,0,0,0,0
53,1680.2549999999997,0,0,0,0,0,0,0,0,0,0,0
54,1618.1439999999998,0,0,0,0,0,0,0,0,0,0,0
55,1588.9759999999999,0,0,0,0,0,0,0,0,0,0,0
56,1479.2450000000001,0,0,0,0,0,0,0,0,0,0,0
57,1537.794,0,0,0,0,0,0,0,0,0,0,0
58,1663.1970000000003,0,0,0,0,0,0,0,0,0,0,0
59,791.8559999999999,0,0,0,0,0,0,0,0,0,0,0
60,4.937,0,0,0,0,0,1,1,0,0,0,0
61,562.9140000000001,0,0,0,0,0,0,0,0,0,0,0
62,1792.4590000000003,0,0,0,0,0,0,0,0,0,0,0
63,1495.772,0,0,0,0,0,0,0,0,0,0,0
64,1637.267,0,0,0,0,0,0,0,0,0,0,0
65,1389.857,0,0,0,0,0,0,0,0,0,0,0
66,1467.885,0,0,0,0,0,0,0,0,0,0,0
67,1592.582,0,0,0,0,0,0,0,0,0,0,0
68,1671.1650000000002,0,0,0,0,0,0,0,0,0,0,0
69,1463.958,0,0,0,0,0,0,0,0,0,0,0
70,1482.446,0,0,0,0,0,0,0,0,0,0,0
71,1591.5150000000003,0,0,0,0,0,0,0,0,0,0,0
72,1722.7180000000005,0,0,0,0,0,0,0,0,0,0,0
73,1701.8840000000005,0,0,0,0,0,0,0,0,0,0,0
74,1494.7210000000002,0,0,0,0,0,0,0,0,0,0,0
75,1567.2420000000002,0,0,0,0,0,0,0,0,0,0,0
76,1647.816,0,0,0,0,0,0,0,0,0,0,0
77,1613.5819999999997,0,0,0,0,0,0,0,0,0,0,0
78,1537.5700000000002,0,0,0,0,0,0,0,0,0,0,0
79,1328.6349999999998,0,0,0,0,0,0,0,0,0,0,0
80,1599.4420000000002,0,0,0,0,0,0,0,0,0,0,0
81,1661.659,0,0,0,0,0,0,0,0,0,0,0
82,1651.6049999999998,0,0,0,0,0,0,0,0,0,0,0
83,1498.932,0,0,0,0,0,0,0,0,0,0,0
84,1512.7990000000002,0,0,0,0,0,0,0,0,0,0,0
85,1629.6939999999997,0,0,0,0,0,0,0,0,0,0,0
86,1671.0249999999999,0,0,0,0,0,0,0,0,0,0,0
87,1461.5529999999997,0,0,0,0,0,0,0,0,0,0,0
88,1468.5679999999998,0,0,0,0,0,0,0,0,0,0,0
89,1584.4010000000003,0,0,0,0,0,0,0,0,0,0,0
90,1528.5800000000002,0,0,0,0,0,0,0,0,0,0,0
91,1621.0200000000004,0,0,0,0,0,0,0,0,0,0,0
92,1600.7969999999998,0,0,0,0,0,0,0,0,0,0,0
93,1455.713,0,0,0,0,0,0,0,0,0,0,0
94,1602.094,0,0,0,0,0,0,0,0,0,0,0
95,1653.4650000000001,0,0,0,0,0,0,0,0,0,0,0
96,1580.501,0,0,0,0,0,0,0,0,0,0,0
97,1419.4509999999996,0,0,0,0,0,0,0,0,0,0,0
98,1399.7459999999999,0,0,0,0,0,0,0,0,0,0,0
99,1671.8750000000007,0,0,0,0,0,0,0,0,0,0,0
100,1595.904,0,0,0,0,0,0,0,0,0,0,0
101,1652.2079999999996,0,0,0,0,0,0,0,0,0,0,0
102,1518.1000000000004,0,0,0,0,0,0,0,0,0,0,0
103,1375.0169999999996,0,0,0,0,0,0,0,0,0,0,0
104,1693.8320000000003,0,0,0,0,0,0,0,0,0,0,0
105,1557.597,0,0,0,0,0,0,0,0,0,0,0
106,1535.312,0,0,0,0,0,0,0,0,0,0,0
107,1371.7680000000003,0,0,0,0,0,0,0,0,0,0,0
108,1620.523,0,0,0,0,0,0,0,0,0,0,0
109,1639.394,0,0,0,0,0,0,0,0,0,0,0
110,1573.3429999999998,0,0,0,0,0,0,0,0,0,0,0
111,1586.4239999999998,0,0,0,0,0,0,0,0,0,0,0
112,1430.557,0,0,0,0,0,0,0,0,0,0,0
113,1508.6089999999997,0,0,0,0,0,0,0,0,0,0,0
114,1571.9879999999998,0,0,0,0,0,0,0,0,0,0,0
115,1554.13,0,0,0,0,0,0,0,0,0,0,0
116,1448.605000000001,0,0,0,0,0,0,0,0,0,0,0
117,1609.365,0,0,0,0,0,0,0,0,0,0,0
118,1639.6720000000003,0,0,0,0,0,0,0,0,0,0,0
119,1573.1789999999996,0,0,0,0,0,0,0,0,0,0,0
120,1605.8649999999996,0,0,0,0,0,0,0,0,0,0,0
121,1658.0550000000003,0,0,0,0,0,0,0,0,0,0,0
122,1681.133,0,0,0,0,0,0,0,0,0,0,0
123,1531.7679999999998,0,0,0,0,0,0,0,0,0,0,0
124,1436.91,0,0,0,0,0,0,0,0,0,0,0
125,1597.03,0,0,0,0,0,0,0,0,0,0,0
126,1680.6599999999999,0,0,0,0,0,0,0,0,0,0,0
127,1431.4679999999998,0,0,0,0,0,0,0,0,0,0,0
128,1576.9669999999999,0,0,0,0,0,0,0,0,0,0,0
129,1634.0200000000007,0,0,0,0,0,0,0,0,0,0,0
130,1563.136,0,0,0,0,0,0,0,0,0,0,0
131,1574.763,0,0,0,0,0,0,0,0,0,0,0
132,1713.693,0,0,0,0,0,0,0,0,0,0,0
133,1613.788,0,0,0,0,0,0,0,0,0,0,0
134,1635.0799999999997,0,0,0,0,0,0,0,0,0,0,0
135,1452.5849999999996,0,0,0,0,0,0,0,0,0,0,0
136,1551.913,0,0,0,0,0,0,0,0,0,0,0
137,1620.0600000000002,0,0,0,0,0,0,0,0,0,0,0
138,1519.011,0,0,0,0,0,0,0,0,0,0,0
139,1338.5159999999996,0,0,0,0,0,0,0,0,0,0,0
140,1618.924,0,0,0,0,0,0,0,0,0,0,0
141,1642.4130000000002,0,0,0,0,0,0,0,0,0,0,0
142,1507.6799999999996,0,0,0,0,0,0,0,0,0,0,0
143,1577.9840000000002,0,0,0,0,0,0,0,0,0,0,0
144,1680.6969999999994,0,0,0,0,0,0,0,0,0,0,0
145,1729.615,0,0,0,0,0,0,0,0,0,0,0
146,1445.6599999999999,0,0,0,0,0,0,0,0,0,0,0
147,1562.9770000000005,0,0,0,0,0,0,0,0,0,0,0
148,1597.5500000000002,0,0,0,0,0,0,0,0,0,0,0
149,1603.685,0,0,0,0,0,0,0,0,0,0,0
150,1423.173,0,0,0,0,0,0,0,0,0,0,0
151,1570.9690000000005,0,0,0,0,0,0,0,0,0,0,0
152,1682.3259999999993,0,0,0,0,0,0,0,0,0,0,0
153,1516.1809999999998,0,0,0,0,0,0,0,0,0,0,0
154,1608.9349999999995,0,0,0,0,0,0,0,0,0,0,0
155,1606.7180000000005,0,0,0,0,0,0,0,0,0,0,0
156,1640.861,0,0,0,0,0,0,0,0,0,0,0
157,1541.0080000000003,0,0,0,0,0,0,0,0,0,0,0
158,1452.9930000000002,0,0,0,0,0,0,0,0,0,0,0
159,1653.4019999999998,0,0,0,0,0,0,0,0,0,0,0
160,1623.0200000000002,0,0,0,0,0,0,0,0,0,0,0
161,1438.5720000000001,0,0,0,0,0,0,0,0,0,0,0
162,1536.1129999999998,0,0,0,0,0,0,0,0,0,0,0
163,1589.2910000000004,0,0,0,0,0,0,0,0,0,0,0
164,1526.8480000000002,0,0,0,0,0,0,0,0,0,0,0
165,1524.9470000000008,0,0,0,0,0,0,0,0,0,0,0
166,1588.3990000000003,0,0,0,0,0,0,0,0,0,0,0
167,1746.9650000000001,0,0,0,0,0,0,0,0,0,0,0
168,1680.1350000000002,0,0,0,0,0,0,0,0,0,0,0
169,1447.3319999999997,0,0,0,0,0,0,0,0,0,0,0
170,1616.2429999999995,0,0,0,0,0,0,0,0,0,0,0
171,1634.8319999999999,0,0,0,0,0,0,0,0,0,0,0
172,1643.747,0,0,0,0,0,0,0,0,0,0,0
173,1435.1929999999998,0,0,0,0,0,0,0,0,0,0,0
174,1598.5339999999997,0,0,0,0,0,0,0,0,0,0,0
175,1592.0400000000002,0,0,0,0,0,0,0,0,0,0,0
176,1436.7429999999997,0,0,0,0,0,0,0,0,0,0,0
177,1509.7680000000003,0,0,0,0,0,0,0,0,0,0,0
178,1645.0100000000002,0,0,0,0,0,0,0,0,0,0,0
179,1652.9180000000001,0,0,0,0,0,0,0,0,0,0,0
180,1489.9540000000002,0,0,0,0,0,0,0,0,0,0,0
181,1590.6439999999996,0,0,0,0,0,0,0,0,0,0,0
182,1633.517,0,0,0,0,0,0,0,0,0,0,0
183,1605.9759999999997,0,0,0,0,0,0,0,0,0,0,0
184,1462.895,0,0,0,0,0,0,0,0,0,0,0
185,1576.3649999999998,0,0,0,0,0,0,0,0,0,0,0
186,1596.507,0,0,0,0,0,0,0,0,0,0,0
187,1378.3829999999994,0,0,0,0,0,0,0,0,0,0,0
188,1488.3089999999995,0,0,0,0,0,0,0,0,0,0,0
189,1633.858,0,0,0,0,0,0,0,0,0,0,0
190,1662.692,0,0,0,0,0,0,0,0,0,0,0
191,1607.4420000000005,0,0,0,0,0,0,0,0,0,0,0
192,1539.417,0,0,0,0,0,0,0,0,0,0,0
193,1502.4069999999995,0,0,0,0,0,0,0,0,0,0,0
194,1656.0490000000002,0,0,0,0,0,0,0,0,0,0,0
195,1517.5010000000002,0,0,0,0,0,0,0,0,0,0,0
196,1545.8290000000002,0,0,0,0,0,0,0,0,0,0,0
197,1432.6080000000002,0,0,0,0,0,0,0,0,0,0,0
198,1471.181,0,0,0,0,0,0,0,0,0,0,0
199,1566.8440000000005,0,0,0,0,0,0,0,0,0,0,0
200,1680.3640000000003,0,0,0,0,0,0,0,0,0,0,0
201,1473.6120000000003,0,0,0,0,0,0,0,0,0,0,0
202,1542.6780000000003,0,0,0,0,0,0,0,0,0,0,0
203,1558.2279999999998,0,0,0,0,0,0,0,0,0,0,0
204,1642.708,0,0,0,0,0,0,0,0,0,0,0
205,1467.516,0,0,0,0,0,0,0,0,0,0,0
206,1431.5499999999997,0,0,0,0,0,0,0,0,0,0,0
207,1338.283,0,0,0,0,0,0,0,0,0,0,0
208,1592.559,0,0,0,0,0,0,0,0,0,0,0
209,1599.9570000000006,0,0,0,0,0,0,0,0,0,0,0
210,1559.0819999999999,0,0,0,0,0,0,0,0,0,0,0
211,1533.2710000000002,0,0,0,0,0,0,0,0,0,0,0
212,1446.3930000000005,0,0,0,0,0,0,0,0,0,0,0
213,1664.5670000000002,0,0,0,0,0,0,0,0,0,0,0
214,1632.0670000000005,0,0,0,0,0,0,0,0,0,0,0
215,1575.7839999999992,0,0,0,0,0,0,0,0,0,0,0
216,1531.99,0,0,0,0,0,0,0,0,0,0,0
217,1662.015,0,0,0,0,0,0,0,0,0,0,0
218,1707.7429999999995,0,0,0,0,0,0,0,0,0,0,0
219,1654.9279999999999,0,0,0,0,0,0,0,0,0,0,0
220,1545.5319999999995,0,0,0,0,0,0,0,0,0,0,0
221,1367.6119999999999,0,0,0,0,0,0,0,0,0,0,0
222,1599.778,0,0,0,0,0,0,0,0,0,0,0
223,1603.2539999999997,0,0,0,0,0,0,0,0,0,0,0
224,1466.1770000000001,0,0,0,0,0,0,0,0,0,0,0
225,1444.6209999999999,0,0,0,0,0,0,0,0,0,0,0
226,1501.0879999999995,0,0,0,0,0,0,0,0,0,0,0
227,1645.1990000000003,0,0,0,0,0,0,0,0,0,0,0
228,1500.81,0,0,0,0,0,0,0,0,0,0,0
229,1568.0269999999994,0,0,0,0,0,0,0,0,0,0,0
230,1466.3560000000004,0,0,0,0,0,0,0,0,0,0,0
231,1593.5979999999997,0,0,0,0,0,0,0,0,0,0,0
232,1605.1879999999999,0,0,0,0,0,0,0,0,0,0,0
233,1504.5140000000004,0,0,0,0,0,0,0,0,0,0,0
234,1425.4370000000001,0,0,0,0,0,0,0,0,0,0,0
235,1452.9669999999999,0,0,0,0,0,0,0,0,0,0,0
236,1642.5910000000003,0,0,0,0,0,0,0,0,0,0,0
237,1651.795,0,0,0,0,0,0,0,0,0,0,0
238,1533.9919999999995,0,0,0,0,0,0,0,0,0,0,0
239,1454.8949999999998,0,0,0,0,0,0,0,0,0,0,0
240,1584.919,0,0,0,0,0,0,0,0,0,0,0
241,1663.9019999999998,0,0,0,0,0,0,0,0,0,0,0
242,1409.9640000000002,0,0,0,0,0,0,0,0,0,0,0
243,1385.6029999999996,0,0,0,0,0,0,0,0,0,0,0
244,1474.376,0,0,0,0,0,0,0,0,0,0,0
245,1625.192,0,0,0,0,0,0,0,0,0,0,0
246,1607.881,0,0,0,0,0,0,0,0,0,0,0
247,1555.4620000000002,0,0,0,0,0,0,0,0,0,0,0
248,1538.1340000000002,0,0,0,0,0,0,0,0,0,0,0
249,1387.8479999999995,0,0,0,0,0,0,0,0,0,0,0
250,1668.1520000000003,0,0,0,0,0,0,0,0,0,0,0
251,1619.9279999999999,0,0,0,0,0,0,0,0,0,0,0
252,1550.392,0,0,0,0,0,0,0,0,0,0,0
253,1484.296,0,0,0,0,0,0,0,0,0,0,0
254,1574.498,0,0,0,0,0,0,0,0,0,0,0
255,1686.917,0,0,0,0,0,0,0,0,0,0,0
256,1693.631,0,0,0,0,0,0,0,0,0,0,0
257,1444.6079999999993,0,0,0,0,0,0,0,0,0,0,0
258,1369.1400000000003,0,0,0,0,0,0,0,0,0,0,0
259,1518.3259999999998,0,0,0,0,0,0,0,0,0,0,0
260,1600.1390000000001,0,0,0,0,0,0,0,0,0,0,0
261,1599.224,0,0,0,0,0,0,0,0,0,0,0
262,1504.1860000000001,0,0,0,0,0,0,0,0,0,0,0
263,1542.823,0,0,0,0,0,0,0,0,0,0,0
264,1625.0409999999997,0,0,0,0,0,0,0,0,0,0,0
265,1682.3960000000002,0,0,0,0,0,0,0,0,0,0,0
266,1652.5510000000002,0,0,0,0,0,0,0,0,0,0,0
267,1510.4500000000003,0,0,0,0,0,0,0,0,0,0,0
268,1731.3570000000002,0,0,0,0,0,0,0,0,0,0,0
269,1631.7320000000002,0,0,0,0,0,0,0,0,0,0,0
270,1509.9239999999998,0,0,0,0,0,0,0,0,0,0,0
271,1669.4870000000003,0,0,0,0,0,0,0,0,0,0,0
272,1414.1720000000007,0,0,0,0,0,0,0,0,0,0,0
273,1481.805,0,0,0,0,0,0,0,0,0,0,0
274,1750.4129999999996,0,0,0,0,0,0,0,0,0,0,0
275,1718.1290000000004,0,0,0,0,0,0,0,0,0,0,0
276,1422.461,0,0,0,0,0,0,0,0,0,0,0
277,1546.2829999999997,0,0,0,0,0,0,0,0,0,0,0
278,1534.9450000000004,0,0,0,0,0,0,0,0,0,0,0
279,1590.6680000000022,0,0,0,0,0,0,0,0,0,0,0
280,1559.5829999999996,0,0,0,0,0,0,0,0,0,0,0
281,1359.853,0,0,0,0,0,0,0,0,0,0,0
282,1610.1650000000002,0,0,0,0,0,0,0,0,0,0,0
283,1619.8,0,0,0,0,0,0,0,0,0,0,0
284,1503.3359999999975,0,0,0,0,0,0,0,0,0,0,0
285,1581.9170000000001,0,0,0,0,0,0,0,0,0,0,0
286,1323.914000000001,0,0,0,0,0,0,0,0,0,0,0
287,1500.3070000000002,0,0,0,0,0,0,0,0,0,0,0
288,1693.188,0,0,0,0,0,0,0,0,0,0,0
289,1655.1629999999998,0,0,0,0,0,0,0,0,0,0,0
290,1401.5929999999998,0,0,0,0,0,0,0,0,0,0,0
291,1543.298,0,0,0,0,0,0,0,0,0,0,0
292,1655.1150000000005,0,0,0,0,0,0,0,0,0,0,0
293,1672.4180000000001,0,0,0,0,0,0,0,0,0,0,0
294,1556.7170000000003,0,0,0,0,0,0,0,0,0,0,0
295,1262.909,0,0,0,0,0,0,0,0,0,0,0
296,1546.1979999999999,0,0,0,0,0,0,0,0,0,0,0
297,1691.9219999999998,0,0,0,0,0,0,0,0,0,0,0
298,1522.1750000000006,0,0,0,0,0,0,0,0,0,0,0
299,1528.696,0,0,0,0,0,0,0,0,0,0,0
300,1505.1740000000002,0,0,0,0,0,0,0,0,0,0,0
301,1711.108,0,0,0,0,0,0,0,0,0,0,0
302,1673.7640000000006,0,0,0,0,0,0,0,0,0,0,0
303,1594.318,0,0,0,0,0,0,0,0,0,0,0
304,1370.3659999999998,0,0,0,0,0,0,0,0,0,0,0
305,1419.675,0,0,0,0,0,0,0,0,0,0,0
306,1572.2489999999996,0,0,0,0,0,0,0,0,0,0,0
307,1613.3229999999999,0,0,0,0,0,0,0,0,0,0,0
308,1542.6689999999999,0,0,0,0,0,0,0,0,0,0,0
309,1585.6950000000004,0,0,0,0,0,0,0,0,0,0,0
310,1623.1490000000015,0,0,0,0,0,0,0,0,0,0,0
311,1696.769000000001,0,0,0,0,0,0,0,0,0,0,0
312,1637.7079999999999,0,0,0,0,0,0,0,0,0,0,0
313,1552.53,0,0,0,0,0,0,0,0,0,0,0
314,1483.0920000000003,0,0,0,0,0,0,0,0,0,0,0
315,1495.238,0,0,0,0,0,0,0,0,0,0,0
316,1551.6430000000005,0,0,0,0,0,0,0,0,0,0,0
317,1595.616,0,0,0,0,0,0,0,0,0,0,0
318,1382.5790000000002,0,0,0,0,0,0,0,0,0,0,0
319,1623.1250000000023,0,0,0,0,0,0,0,0,0,0,0
320,1648.6849999999995,0,0,0,0,0,0,0,0,0,0,0
321,1595.1089999999997,0,0,0,0,0,0,0,0,0,0,0
322,1647.5679999999995,0,0,0,0,0,0,0,0,0,0,0
323,1459.3969999999997,0,0,0,0,0,0,0,0,0,0,0
324,1585.081,0,0,0,0,0,0,0,0,0,0,0
325,1457.197,0,0,0,0,0,0,0,0,0,0,0
326,1598.4060000000004,0,0,0,0,0,0,0,0,0,0,0
327,1557.7119999999998,0,0,0,0,0,0,0,0,0,0,0
328,1426.1690000000021,0,0,0,0,0,0,0,0,0,0,0
329,1578.591,0,0,0,0,0,0,0,0,0,0,0
330,1596.7270000000008,0,0,0,0,0,0,0,0,0,0,0
331,1657.6560000000002,0,0,0,0,0,0,0,0,0,0,0
332,1542.3290000000004,0,0,0,0,0,0,0,0,0,0,0
333,1437.724,0,0,0,0,0,0,0,0,0,0,0
334,1580.6609999999994,0,0,0,0,0,0,0,0,0,0,0
335,1554.2929999999997,0,0,0,0,0,0,0,0,0,0,0
336,1635.7939999999999,0,0,0,0,0,0,0,0,0,0,0
337,1453.6129999999996,0,0,0,0,0,0,0,0,0,0,0
338,1459.2709999999997,0,0,0,0,0,0,0,0,0,0,0
339,1567.3230000000008,0,0,0,0,0,0,0,0,0,0,0
340,1641.5250000000003,0,0,0,0,0,0,0,0,0,0,0
341,1558.2080000000005,0,0,0,0,0,0,0,0,0,0,0
342,1395.5829999999999,0,0,0,0,0,0,0,0,0,0,0
343,1535.8200000000006,0,0,0,0,0,0,0,0,0,0,0
344,1581.871,0,0,0,0,0,0,0,0,0,0,0
345,1606.7519999999997,0,0,0,0,0,0,0,0,0,0,0
346,1571.1420000000005,0,0,0,0,0,0,0,0,0,0,0
347,1492.064,0,0,0,0,0,0,0,0,0,0,0
348,1605.4140000000002,0,0,0,0,0,0,0,0,0,0,0
349,1595.8099999999997,0,0,0,0,0,0,0,0,0,0,0
350,1703.7099999999996,0,0,0,0,0,0,0,0,0,0,0
351,1453.721,0,0,0,0,0,0,0,0,0,0,0
352,1351.7879999999998,0,0,0,0,0,0,0,0,0,0,0
353,1546.6150000000002,0,0,0,0,0,0,0,0,0,0,0
354,1528.2050000000002,0,0,0,0,0,0,0,0,0,0,0
355,1518.0800000000022,0,0,0,0,0,0,0,0,0,0,0
356,1575.686,0,0,0,0,0,0,0,0,0,0,0
357,1664.0990000000004,0,0,0,0,0,0,0,0,0,0,0
358,1526.6939999999997,0,0,0,0,0,0,0,0,0,0,0
359,1505.0470000000005,0,0,0,0,0,0,0,0,0,0,0
360,1590.3770000000002,0,0,0,0,0,0,0,0,0,0,0
361,1610.7759999999998,0,0,0,0,0,0,0,0,0,0,0
362,1631.438,0,0,0,0,0,0,0,0,0,0,0
363,1505.147,0,0,0,0,0,0,0,0,0,0,0
364,2009.887,0,0,0,0,0,0,0,0,0,0,0
365,2539.3839999999996,0,0,0,0,0,0,0,0,0,0,0
366,2238.6110000000003,0,0,0,0,0,0,0,0,0,0,0
367,2541.938,0,0,0,0,0,0,0,0,0,0,0
368,2552.723,0,0,0,0,0,0,0,0,0,0,0
369,2523.4500000000007,0,0,0,0,0,0,0,0,0,0,0
370,2500.492999999999,0,0,0,0,0,0,0,0,0,0,0
371,2355.1529999999993,0,0,0,0,0,0,0,0,0,0,0
372,2505.412,0,0,0,0,0,0,0,0,0,0,0
373,2577.1780000000003,0,0,0,0,0,0,0,0,0,0,0
374,2520.5060000000003,0,0,0,0,0,0,0,0,0,0,0
375,2390.821,0,0,0,0,0,0,0,0,0,0,0
376,2526.457999999999,0,0,0,0,0,0,0,0,0,0,0
377,2423.2189999999996,0,0,0,0,0,0,0,0,0,0,0
378,2313.359,0,0,0,0,0,0,0,0,0,0,0
379,2581.214000000001,0,0,0,0,0,0,0,0,0,0,0
380,2513.998000000001,0,0,0,0,0,0,0,0,0,0,0
381,2562.271000000002,0,0,0,0,0,0,0,0,0,0,0
382,2352.918,0,0,0,0,0,0,0,0,0,0,0
383,2424.177999999999,0,0,0,0,0,0,0,0,0,0,0
384,2402.5860000000007,0,0,0,0,0,0,0,0,0,0,0
385,2572.096,0,0,0,0,0,0,0,0,0,0,0
386,2456.592,0,0,0,0,0,0,0,0,0,0,0
387,2538.103,0,0,0,0,0,0,0,0,0,0,0
388,2540.3689999999997,0,0,0,0,0,0,0,0,0,0,0
389,2150.348999999999,0,0,0,0,0,0,0,0,0,0,0
390,2496.019,0,0,0,0,0,0,0,0,0,0,0
391,2458.6859999999997,0,0,0,0,0,0,0,0,0,0,0
392,2525.9029999999993,0,0,0,0,0,0,0,0,0,0,0
393,2469.4110000000005,0,0,0,0,0,0,0,0,0,0,0
394,2561.8289999999993,0,0,0,0,0,0,0,0,0,0,0
395,2539.4489999999996,0,0,0,0,0,0,0,0,0,0,0
396,2616.9599999999996,0,0,0,0,0,0,0,0,0,0,0
397,2363.2420000000006,0,0,0,0,0,0,0,0,0,0,0
398,2487.4,0,0,0,0,0,0,0,0,0,0,0
399,2570.0269999999996,0,0,0,0,0,0,0,0,0,0,0
400,2371.9730000000004,0,0,0,0,0,0,0,0,0,0,0
401,2400.7400000000002,0,0,0,0,0,0,0,0,0,0,0
402,2546.457,0,0,0,0,0,0,0,0,0,0,0
403,2523.5459999999994,0,0,0,0,0,0,0,0,0,0,0
404,2461.401000000001,0,0,0,0,0,0,0,0,0,0,0
405,2419.7529999999997,0,0,0,0,0,0,0,0,0,0,0
406,2427.772,0,0,0,0,0,0,0,0,0,0,0
407,2492.092,0,0,0,0,0,0,0,0,0,0,0
408,2430.971,0,0,0,0,0,0,0,0,0,0,0
409,2501.684,0,0,0,0,0,0,0,0,0,0,0
410,9309.726999999999,0,0,0,0,0,0,0,0,0,0,0
411,10104.588,0,0,0,0,0,0,0,0,0,0,0
412,9613.081999999999,0,0,0,0,0,0,0,0,0,0,0
413,9193.989,0,0,0,0,0,0,0,0,0,0,0
414,8396.502000000002,0,0,0,0,0,0,0,0,0,0,0
415,9454.657,0,0,0,0,0,0,0,0,0,0,0
416,9904.36,0,0,0,0,0,0,0,0,0,0,0
417,10660.874999999996,0,0,0,0,0,0,0,0,0,0,0
418,10048.327,0,0,0,0,0,0,0,0,0,0,0
419,10065.622,0,0,0,0,0,0,0,0,0,0,0
420,9821.894999999999,0,0,0,0,0,0,0,0,0,0,0
421,9258.513,0,0,0,0,0,0,0,0,0,0,0
422,9875.89,0,0,0,0,0,0,0,0,0,0,0
423,9957.492000000002,0,0,0,0,0,0,0,0,0,0,0
424,9718.492999999999,0,0,0,0,0,0,0,0,0,0,0
425,9537.829999999998,0,0,0,0,0,0,0,0,0,0,0
426,7955.43,0,0,0,0,0,0,0,0,0,0,0
427,8687.867,0,0,0,0,0,0,0,0,0,0,0
428,10617.210999999998,0,0,0,0,0,0,0,0,0,0,0
429,9194.992999999999,0,0,0,0,0,0,0,0,0,0,0
430,9928.043999999993,0,0,0,0,0,0,0,0,0,0,0
431,10353.694000000001,0,0,0,0,0,0,0,0,0,0,0
432,9613.521999999999,0,0,0,0,0,0,0,0,0,0,0
433,10226.529000000002,0,0,0,0,0,0,0,0,0,0,0
434,9402.339000000002,0,0,0,0,0,0,0,0,0,0,0
435,9594.634000000002,0,0,0,0,0,0,0,0,0,0,0
436,10117.847,0,0,0,0,0,0,0,0,0,0,0
437,9583.544,0,0,0,0,0,0,0,0,0,0,0
