min,agg,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class11
-23,1759.0759999999996,0,0,1,0,0,1,1,1,0,0,1
-22,1731.961,0,0,1,1,0,1,1,1,0,0,1
-21,1734.0619999999994,0,0,1,0,0,1,1,1,0,0,1
-20,1736.0149999999999,0,0,1,0,0,1,1,1,0,0,1
-19,1720.9180000000001,0,0,1,0,0,1,1,1,0,0,1
-18,1720.3619999999999,0,0,1,0,0,1,1,1,0,0,1
-17,1685.2829999999997,0,0,1,0,0,1,1,1,0,0,1
-16,1799.0819999999997,0,0,1,0,0,1,1,1,0,0,1
-15,1764.4430000000002,0,0,1,0,0,1,1,1,0,0,1
-14,1751.7420000000002,0,0,1,0,0,1,1,1,0,0,1
-13,1697.1419999999998,0,0,1,1,0,1,1,1,0,0,1
-12,1715.4270000000001,0,0,1,1,0,1,1,1,0,0,1
-11,1779.5790000000004,0,0,1,0,0,1,1,1,0,0,1
-10,1716.3540000000007,0,0,1,0,0,1,1,1,0,0,1
-9,1742.3750000000002,0,0,1,1,0,1,1,1,0,0,1
-8,1702.378,0,0,1,0,0,1,1,1,0,0,1
-7,1702.6650000000002,0,0,1,1,0,1,1,1,0,0,1
-6,1769.3720000000003,0,0,1,0,0,1,1,1,0,0,1
-5,1769.614,0,0,1,0,0,1,1,1,0,0,1
-4,1725.591,0,0,1,0,0,1,1,1,0,0,1
-3,1721.2350000000004,0,0,1,0,0,1,1,1,0,0,1
-2,1727.9830000000006,0,0,1,1,0,1,1,1,0,0,1
-1,1731.1610000000005,0,0,1,1,0,1,1,1,0,0,1
0,1724.708,0,0,1,0,0,1,1,1,0,0,1
1,1658.165,0,0,1,0,0,1,1,1,0,0,1
2,1759.2429999999993,0,0,1,0,0,1,1,1,0,0,1
3,1678.1870000000001,0,0,1,0,0,1,1,1,0,0,1
4,1729.465,0,0,1,1,0,1,1,1,0,0,1
5,1735.161,0,0,1,1,0,1,1,1,0,0,1
6,1668.8950000000002,0,0,1,1,0,1,1,1,0,0,1
7,1704.1600000000005,0,0,1,0,0,1,1,1,0,0,1
8,1718.0610000000001,0,0,1,1,0,1,1,1,0,0,1
9,1630.7000000000012,0,0,1,0,0,1,1,1,0,0,1
10,1647.0140000000006,0,0,1,0,0,1,1,1,0,0,1
11,1693.86,0,0,1,0,0,1,1,1,0,0,1
12,1609.5100000000002,0,0,1,1,0,1,1,1,0,0,1
13,1774.501,0,0,1,0,0,1,1,1,0,0,1
14,1618.097,0,0,1,1,0,1,1,1,0,0,1
15,1635.5139999999997,0,0,1,1,0,1,1,1,0,0,1
16,1708.0110000000002,0,0,1,1,0,1,1,1,0,0,1
17,1706.0430000000003,0,0,1,0,0,1,1,1,0,0,1
18,1666.7840000000003,0,0,1,1,0,1,1,1,0,0,1
19,1647.3280000000002,0,0,1,1,0,1,1,1,0,0,1
20,1653.172,0,0,1,0,0,1,1,1,0,0,1
21,1675.2889999999998,0,0,1,1,0,1,1,1,0,0,1
22,1661.4529999999988,0,0,1,0,0,1,1,1,0,0,1
23,1651.9839999999997,0,0,1,1,0,1,1,1,0,0,1
24,1637.1550000000004,0,0,1,1,0,1,1,1,0,0,1
25,1728.611,0,0,1,1,0,1,1,1,0,0,1
26,1639.7199999999996,0,0,1,0,0,1,1,1,0,0,1
27,1663.9980000000005,0,0,1,1,0,1,1,1,0,0,1
28,1675.3749999999998,0,0,1,0,0,1,1,1,0,0,1
29,1707.7649999999994,0,0,1,1,0,1,1,1,0,0,1
30,1663.417,0,0,1,0,0,1,1,1,0,0,1
31,1704.0169999999996,0,0,1,0,0,1,1,1,0,0,1
32,1696.1610000000003,0,0,1,0,0,1,1,1,0,0,1
33,1643.98,0,0,1,0,0,1,1,1,0,0,1
34,1697.848,0,0,1,0,0,1,1,1,0,0,1
35,1700.0920000000008,0,0,1,0,0,1,1,1,0,0,1
36,1704.5720000000001,0,0,1,0,0,1,1,1,0,0,1
37,1618.1950000000004,0,0,1,0,0,1,1,1,0,0,1
38,1663.5500000000004,0,0,1,0,0,1,1,1,0,0,1
39,1672.1260000000004,0,0,1,0,0,1,1,1,0,0,1
40,1694.874,0,0,1,0,0,1,1,1,0,0,1
41,1683.264,0,0,1,0,0,1,1,1,0,0,1
42,1622.3629999999994,0,0,1,0,0,1,1,1,0,0,1
43,1663.3719999999998,0,0,1,0,0,1,1,1,0,0,1
44,1687.8780000000002,0,0,1,1,0,1,1,1,0,0,1
45,1655.433,0,0,1,0,0,1,1,1,0,0,1
46,1658.0320000000002,0,0,1,0,0,1,1,1,0,0,1
47,1619.9080000000004,0,0,1,0,0,1,1,1,0,0,1
48,1686.6650000000002,0,0,1,0,0,1,1,1,0,0,1
49,1694.7670000000003,0,0,1,0,0,1,1,1,0,0,1
50,1625.989,0,0,1,0,0,1,1,1,0,0,1
51,1684.4940000000004,0,0,1,0,0,1,1,1,0,0,1
52,1670.8690000000006,0,0,1,1,0,1,1,1,0,0,1
53,1741.503,0,0,1,0,0,1,1,1,0,0,1
54,1658.7430000000002,0,0,1,1,0,1,1,1,0,0,1
55,1669.8689999999997,0,0,1,0,0,1,1,1,0,0,1
56,1659.8370000000002,0,0,1,0,0,1,1,1,0,0,1
57,1661.7489999999998,0,0,1,1,0,1,1,1,0,0,1
58,1664.4630000000002,0,0,1,1,0,1,1,1,0,0,1
59,835.561,0,0,1,0,0,1,1,1,0,0,1
61,665.6250000000001,0,0,1,0,0,1,1,1,0,0,1
62,1793.0750000000005,0,0,1,1,0,1,1,1,0,0,1
63,1662.9879999999996,0,0,1,1,0,1,1,1,0,0,1
64,1683.4540000000002,0,0,1,0,0,1,1,1,0,0,1
65,1696.7939999999994,0,0,1,0,0,1,1,1,0,0,1
66,1675.3350000000003,0,0,1,0,0,1,1,1,0,0,1
67,1687.5680000000002,0,0,1,0,0,1,1,1,0,0,1
68,1685.819,0,0,1,0,0,1,1,1,0,0,1
69,1682.1310000000008,0,0,1,0,0,1,1,1,0,0,1
70,1623.028,0,0,1,1,0,1,1,1,0,0,1
71,1681.9329999999998,0,0,1,0,0,1,1,1,0,0,1
72,1723.3300000000004,0,0,1,1,0,1,1,1,0,0,1
73,1702.5170000000003,0,0,1,1,0,1,1,1,0,0,1
74,1654.8340000000005,0,0,1,0,0,1,1,1,0,0,1
75,1693.8880000000004,0,0,1,1,0,1,1,1,0,0,1
76,1752.3109999999997,0,0,1,1,0,1,1,1,0,0,1
77,1664.8549999999998,0,0,1,0,0,1,1,1,0,0,1
78,1642.4049999999997,0,0,1,0,0,1,1,1,0,0,1
79,1670.8619999999996,0,0,1,1,0,1,1,1,0,0,1
80,1676.5390000000002,0,0,1,0,0,1,1,1,0,0,1
81,1662.193,0,0,1,1,0,1,1,1,0,0,1
82,1651.6049999999998,0,0,1,0,0,1,1,1,0,0,1
83,1622.373,0,0,1,0,0,1,1,1,0,0,1
84,1707.0819999999999,0,0,1,1,0,1,1,1,0,0,1
85,1635.1259999999993,0,0,1,1,0,1,1,1,0,0,1
86,1672.1909999999998,0,0,1,1,0,1,1,1,0,0,1
87,1720.7959999999998,0,0,1,0,0,1,1,1,0,0,1
88,1619.213,0,0,1,0,0,1,1,1,0,0,1
89,1721.7320000000002,0,0,1,1,0,1,1,1,0,0,1
90,1628.0290000000002,0,0,1,1,0,1,1,1,0,0,1
91,1672.2540000000004,0,0,1,0,0,1,1,1,0,0,1
92,1601.4609999999998,0,0,1,1,0,1,1,1,0,0,1
93,1680.0799999999997,0,0,1,1,0,1,1,1,0,0,1
94,1641.9849999999997,0,0,1,1,0,1,1,1,0,0,1
95,1695.9750000000004,0,0,1,1,0,1,1,1,0,0,1
96,1714.8300000000002,0,0,1,1,0,1,1,1,0,0,1
97,1598.9759999999994,0,0,1,0,0,1,1,1,0,0,1
98,1681.887,0,0,1,0,0,1,1,1,0,0,1
99,1691.6070000000004,0,0,1,0,0,1,1,1,0,0,1
100,1634.25,0,0,1,0,0,1,1,1,0,0,1
101,1661.2829999999997,0,0,1,1,0,1,1,1,0,0,1
102,1645.2320000000002,0,0,1,0,0,1,1,1,0,0,1
103,1628.5339999999999,0,0,1,1,0,1,1,1,0,0,1
104,1708.6670000000004,0,0,1,0,0,1,1,1,0,0,1
105,1646.5459999999998,0,0,1,0,0,1,1,1,0,0,1
106,1695.711,0,0,1,1,0,1,1,1,0,0,1
107,1586.6219999999998,0,0,1,0,0,1,1,1,0,0,1
108,1694.601,0,0,1,1,0,1,1,1,0,0,1
109,1639.394,0,0,1,0,0,1,1,1,0,0,1
110,1641.3039999999999,0,0,1,0,0,1,1,1,0,0,1
111,1629.5339999999997,0,0,1,0,0,1,1,1,0,0,1
112,1718.709,0,0,1,0,0,1,1,1,0,0,1
113,1635.156,0,0,1,1,0,1,1,1,0,0,1
114,1585.9159999999997,0,0,1,1,0,1,1,1,0,0,1
115,1682.158,0,0,1,0,0,1,1,1,0,0,1
116,1644.5710000000006,0,0,1,1,0,1,1,1,0,0,1
117,1614.625,0,0,1,0,0,1,1,1,0,0,1
118,1639.6720000000005,0,0,1,0,0,1,1,1,0,0,1
119,1618.7939999999996,0,0,1,0,0,1,1,1,0,0,1
120,1689.2299999999996,0,0,1,1,0,1,1,1,0,0,1
121,1658.0550000000003,0,0,1,0,0,1,1,1,0,0,1
122,1692.1850000000002,0,0,1,0,0,1,1,1,0,0,1
123,1649.396,0,0,1,0,0,1,1,1,0,0,1
124,1642.3150000000003,0,0,1,0,0,1,1,1,0,0,1
125,1610.048,0,0,1,0,0,1,1,1,0,0,1
126,1680.66,0,0,1,0,0,1,1,1,0,0,1
127,1570.1390000000001,0,0,1,0,0,1,1,1,0,0,1
128,1689.687,0,0,1,0,0,1,1,1,0,0,1
129,1638.9670000000008,0,0,1,0,0,1,1,1,0,0,1
130,1616.5360000000003,0,0,1,0,0,1,1,1,0,0,1
131,1664.399,0,0,1,0,0,1,1,1,0,0,1
132,1713.6930000000002,0,0,1,0,0,1,1,1,0,0,1
133,1613.788,0,0,1,0,0,1,1,1,0,0,1
134,1675.7139999999997,0,0,1,1,0,1,1,1,0,0,1
135,1588.5419999999997,0,0,1,0,0,1,1,1,0,0,1
136,1656.853,0,0,1,1,0,1,1,1,0,0,1
137,1620.0600000000004,0,0,1,0,0,1,1,1,0,0,1
138,1646.464,0,0,1,1,0,1,1,1,0,0,1
139,1578.8259999999993,0,0,1,0,0,1,1,1,0,0,1
140,1629.599,0,0,1,0,0,1,1,1,0,0,1
141,1647.3340000000003,0,0,1,0,0,1,1,1,0,0,1
142,1688.3189999999995,0,0,1,0,0,1,1,1,0,0,1
143,1614.809,0,0,1,0,0,1,1,1,0,0,1
144,1680.6969999999994,0,0,1,0,0,1,1,1,0,0,1
145,1733.086,0,0,1,0,0,1,1,1,0,0,1
146,1612.8570000000004,0,0,1,1,0,1,1,1,0,0,1
147,1708.7510000000002,0,0,1,1,0,1,1,1,0,0,1
148,1598.166,0,0,1,1,0,1,1,1,0,0,1
149,1658.703,0,0,1,0,0,1,1,1,0,0,1
150,1600.7529999999995,0,0,1,0,0,1,1,1,0,0,1
151,1628.2970000000005,0,0,1,1,0,1,1,1,0,0,1
152,1697.3759999999997,0,0,1,0,0,1,1,1,0,0,1
153,1625.3709999999999,0,0,1,1,0,1,1,1,0,0,1
154,1656.1759999999997,0,0,1,0,0,1,1,1,0,0,1
155,1606.7180000000008,0,0,1,0,0,1,1,1,0,0,1
156,1640.8609999999999,0,0,1,0,0,1,1,1,0,0,1
157,1670.347,0,0,1,1,0,1,1,1,0,0,1
158,1609.1750000000004,0,0,1,0,0,1,1,1,0,0,1
159,1663.0059999999999,0,0,1,0,0,1,1,1,0,0,1
160,1623.564,0,0,1,1,0,1,1,1,0,0,1
161,1630.3820000000003,0,0,1,0,0,1,1,1,0,0,1
162,1712.4249999999995,0,0,1,0,0,1,1,1,0,0,1
163,1604.1350000000002,0,0,1,1,0,1,1,1,0,0,1
164,1589.5600000000002,0,0,1,1,0,1,1,1,0,0,1
165,1695.3410000000003,0,0,1,0,0,1,1,1,0,0,1
166,1588.3990000000006,0,0,1,0,0,1,1,1,0,0,1
167,1746.9650000000001,0,0,1,0,0,1,1,1,0,0,1
168,1680.1350000000002,0,0,1,0,0,1,1,1,0,0,1
169,1654.3669999999997,0,0,1,1,0,1,1,1,0,0,1
170,1664.0909999999997,0,0,1,0,0,1,1,1,0,0,1
171,1634.832,0,0,1,0,0,1,1,1,0,0,1
172,1659.6109999999999,0,0,1,1,0,1,1,1,0,0,1
173,1689.7699999999995,0,0,1,0,0,1,1,1,0,0,1
174,1598.534,0,0,1,0,0,1,1,1,0,0,1
175,1630.792,0,0,1,0,0,1,1,1,0,0,1
176,1604.7539999999997,0,0,1,1,0,1,1,1,0,0,1
177,1595.1560000000002,0,0,1,1,0,1,1,1,0,0,1
178,1645.6260000000002,0,0,1,1,0,1,1,1,0,0,1
179,1652.9180000000001,0,0,1,0,0,1,1,1,0,0,1
180,1661.9000000000003,0,0,1,1,0,1,1,1,0,0,1
181,1631.6029999999998,0,0,1,0,0,1,1,1,0,0,1
182,1633.517,0,0,1,0,0,1,1,1,0,0,1
183,1659.572,0,0,1,0,0,1,1,1,0,0,1
184,1642.9530000000002,0,0,1,0,0,1,1,1,0,0,1
185,1614.4929999999997,0,0,1,1,0,1,1,1,0,0,1
186,1642.168,0,0,1,0,0,1,1,1,0,0,1
187,1665.5109999999995,0,0,1,0,0,1,1,1,0,0,1
188,1630.4959999999996,0,0,1,0,0,1,1,1,0,0,1
189,1679.7250000000001,0,0,1,0,0,1,1,1,0,0,1
190,1703.6129999999998,0,0,1,1,0,1,1,1,0,0,1
191,1650.361,0,0,1,0,0,1,1,1,0,0,1
192,1673.2239999999997,0,0,1,0,0,1,1,1,0,0,1
193,1622.2269999999996,0,0,1,0,0,1,1,1,0,0,1
194,1695.016,0,0,1,0,0,1,1,1,0,0,1
195,1610.28,0,0,1,0,0,1,1,1,0,0,1
196,1643.4380000000003,0,0,1,0,0,1,1,1,0,0,1
197,1651.156,0,0,1,0,0,1,1,1,0,0,1
198,1617.9149999999997,0,0,1,0,0,1,1,1,0,0,1
199,1641.2980000000005,0,0,1,0,0,1,1,1,0,0,1
200,1695.4910000000004,0,0,1,0,0,1,1,1,0,0,1
201,1609.0940000000003,0,0,1,0,0,1,1,1,0,0,1
202,1670.596,0,0,1,0,0,1,1,1,0,0,1
203,1643.6049999999998,0,0,1,0,0,1,1,1,0,0,1
204,1643.2630000000001,0,0,1,1,0,1,1,1,0,0,1
205,1647.4210000000003,0,0,1,1,0,1,1,1,0,0,1
206,1605.9809999999995,0,0,1,0,0,1,1,1,0,0,1
207,1619.216,0,0,1,0,0,1,1,1,0,0,1
208,1635.695,0,0,1,0,0,1,1,1,0,0,1
209,1685.0340000000003,0,0,1,1,0,1,1,1,0,0,1
210,1702.5640000000003,0,0,1,1,0,1,1,1,0,0,1
211,1657.1280000000002,0,0,1,0,0,1,1,1,0,0,1
212,1573.4220000000003,0,0,1,1,0,1,1,1,0,0,1
213,1684.3700000000003,0,0,1,0,0,1,1,1,0,0,1
214,1673.89,0,0,1,0,0,1,1,1,0,0,1
215,1665.853,0,0,1,1,0,1,1,1,0,0,1
216,1667.626,0,0,1,0,0,1,1,1,0,0,1
217,1666.5220000000002,0,0,1,1,0,1,1,1,0,0,1
218,1707.7429999999995,0,0,1,0,0,1,1,1,0,0,1
219,1654.9279999999999,0,0,1,0,0,1,1,1,0,0,1
220,1662.1499999999999,0,0,1,1,0,1,1,1,0,0,1
221,1670.7269999999999,0,0,1,1,0,1,1,1,0,0,1
222,1613.674,0,0,1,0,0,1,1,1,0,0,1
223,1659.0509999999997,0,0,1,1,0,1,1,1,0,0,1
224,1674.9610000000002,0,0,1,0,0,1,1,1,0,0,1
225,1666.1330000000003,0,0,1,0,0,1,1,1,0,0,1
226,1593.1739999999995,0,0,1,0,0,1,1,1,0,0,1
227,1683.3680000000004,0,0,1,0,0,1,1,1,0,0,1
228,1578.7060000000001,0,0,1,0,0,1,1,1,0,0,1
229,1686.3999999999992,0,0,1,1,0,1,1,1,0,0,1
230,1669.497,0,0,1,0,0,1,1,1,0,0,1
231,1593.5979999999997,0,0,1,1,0,1,1,1,0,0,1
232,1697.789,0,0,1,0,0,1,1,1,0,0,1
233,1674.0010000000004,0,0,1,0,0,1,1,1,0,0,1
234,1647.2910000000004,0,0,1,1,0,1,1,1,0,0,1
235,1669.269,0,0,1,1,0,1,1,1,0,0,1
236,1667.2250000000006,0,0,1,0,0,1,1,1,0,0,1
237,1696.4360000000001,0,0,1,1,0,1,1,1,0,0,1
238,1668.0259999999996,0,0,1,0,0,1,1,1,0,0,1
239,1622.8759999999997,0,0,1,0,0,1,1,1,0,0,1
240,1664.6260000000002,0,0,1,0,0,1,1,1,0,0,1
241,1663.9019999999998,0,0,1,0,0,1,1,1,0,0,1
242,1668.2480000000003,0,0,1,0,0,1,1,1,0,0,1
243,1618.5509999999995,0,0,1,0,0,1,1,1,0,0,1
244,1680.2689999999998,0,0,1,0,0,1,1,1,0,0,1
245,1668.5330000000001,0,0,1,1,0,1,1,1,0,0,1
246,1645.2690000000002,0,0,1,0,0,1,1,1,0,0,1
247,1634.7600000000002,0,0,1,0,0,1,1,1,0,0,1
248,1712.8180000000007,0,0,1,0,0,1,1,1,0,0,1
249,1570.8999999999999,0,0,1,1,0,1,1,1,0,0,1
250,1705.2350000000004,0,0,1,1,0,1,1,1,0,0,1
251,1619.9279999999999,0,0,1,0,0,1,1,1,0,0,1
252,1683.4800000000002,0,0,1,1,0,1,1,1,0,0,1
253,1659.8350000000003,0,0,1,0,0,1,1,1,0,0,1
254,1625.2510000000002,0,0,1,0,0,1,1,1,0,0,1
255,1686.9170000000001,0,0,1,0,0,1,1,1,0,0,1
256,1693.631,0,0,1,0,0,1,1,1,0,0,1
257,1633.0959999999993,0,0,1,0,0,1,1,1,0,0,1
258,1635.2589999999998,0,0,1,0,0,1,1,1,0,0,1
259,1673.0619999999992,0,0,1,0,0,1,1,1,0,0,1
260,1651.46,0,0,1,1,0,1,1,1,0,0,1
261,1658.061,0,0,1,0,0,1,1,1,0,0,1
262,1686.9260000000002,0,0,1,0,0,1,1,1,0,0,1
263,1624.81,0,0,1,1,0,1,1,1,0,0,1
264,1739.268,0,0,1,1,0,1,1,1,0,0,1
265,1682.396,0,0,1,0,0,1,1,1,0,0,1
266,1652.551,0,0,1,1,0,1,1,1,0,0,1
267,1633.1240000000003,0,0,1,0,0,1,1,1,0,0,1
268,1780.2440000000001,0,0,1,1,0,1,1,1,0,0,1
269,1693.428,0,0,1,1,0,1,1,1,0,0,1
270,1635.3189999999997,0,0,1,0,0,1,1,1,0,0,1
271,1669.4870000000003,0,0,1,0,0,1,1,1,0,0,1
272,1593.2250000000004,0,0,1,0,0,1,1,1,0,0,1
273,1517.8619999999999,0,0,1,0,0,1,1,1,0,0,1
274,1750.4129999999996,0,0,1,1,0,1,1,1,0,0,1
275,1762.2060000000006,0,0,1,0,0,1,1,1,0,0,1
276,1670.968,0,0,1,1,0,1,1,1,0,0,1
277,1670.057,0,0,1,1,0,1,1,1,0,0,1
278,1613.0670000000005,0,0,1,0,0,1,1,1,0,0,1
279,1642.125,0,0,1,1,0,1,1,1,0,0,1
280,1620.0679999999998,0,0,1,0,0,1,1,1,0,0,1
281,1671.339,0,0,1,0,0,1,1,1,0,0,1
282,1644.1540000000002,0,0,1,0,0,1,1,1,0,0,1
283,1639.895,0,0,1,0,0,1,1,1,0,0,1
284,1726.6439999999998,0,0,1,1,0,1,1,1,0,0,1
285,1620.2990000000002,0,0,1,0,0,1,1,1,0,0,1
286,1632.8030000000008,0,0,1,1,0,1,1,1,0,0,1
287,1635.5320000000004,0,0,1,0,0,1,1,1,0,0,1
288,1693.1880000000006,0,0,1,0,0,1,1,1,0,0,1
289,1655.163,0,0,1,0,0,1,1,1,0,0,1
290,1648.098,0,0,1,1,0,1,1,1,0,0,1
291,1628.3999999999999,0,0,1,0,0,1,1,1,0,0,1
292,1680.4030000000005,0,0,1,1,0,1,1,1,0,0,1
293,1724.769,0,0,1,0,0,1,1,1,0,0,1
294,1644.6130000000003,0,0,1,1,0,1,1,1,0,0,1
295,1623.9689999999996,0,0,1,0,0,1,1,1,0,0,1
296,1678.098,0,0,1,0,0,1,1,1,0,0,1
297,1691.922,0,0,1,0,0,1,1,1,0,0,1
298,1618.6810000000005,0,0,1,0,0,1,1,1,0,0,1
299,1693.8780000000002,0,0,1,0,0,1,1,1,0,0,1
300,1628.6430000000003,0,0,1,0,0,1,1,1,0,0,1
301,1711.1080000000002,0,0,1,0,0,1,1,1,0,0,1
302,1673.7639999999994,0,0,1,1,0,1,1,1,0,0,1
303,1640.0729999999999,0,0,1,0,0,1,1,1,0,0,1
304,1581.7580000000003,0,0,1,1,0,1,1,1,0,0,1
305,1678.489,0,0,1,0,0,1,1,1,0,0,1
306,1635.8449999999998,0,0,1,0,0,1,1,1,0,0,1
307,1648.0439999999999,0,0,1,1,0,1,1,1,0,0,1
308,1667.4349999999997,0,0,1,1,0,1,1,1,0,0,1
309,1640.1650000000004,0,0,1,0,0,1,1,1,0,0,1
310,1664.9809999999995,0,0,1,1,0,1,1,1,0,0,1
