hour,agg,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class11
42,598441.1480000012,0,0,0,0,0,0,0,0,0,0,0
43,565275.6910000012,0,0,0,0,0,0,0,0,0,0,0
44,510366.5929999995,0,0,0,0,0,0,0,0,0,0,0
45,200874.2710000002,0,0,0,0,0,0,0,0,0,0,0
46,89073.34099999999,0,0,0,0,0,0,0,0,0,0,0
47,91318.24799999924,0,0,0,0,0,0,0,0,0,0,0
48,90636.12799999963,0,0,0,0,0,0,0,0,0,0,0
49,94131.0179999991,0,0,0,0,0,0,0,0,0,0,0
50,93474.35499999889,0,0,0,0,0,0,0,0,0,0,0
51,92854.67899999877,0,0,0,0,0,0,0,0,0,0,0
52,94771.38699999919,0,0,0,0,0,0,0,0,0,0,0
53,93555.70899999882,0,0,0,0,0,0,0,0,0,0,0
54,384603.0809999988,0,0,0,0,0,0,0,0,0,0,0
55,546406.3189999973,0,0,0,0,0,0,0,0,0,0,0
56,527621.602999999,0,0,0,0,0,0,0,0,0,0,0
57,556146.858,0,0,0,0,0,0,0,0,0,0,0
58,477309.0879999998,0,0,0,0,0,0,0,0,0,0,0
59,496344.3149999991,0,0,0,0,0,0,0,0,0,0,0
60,533150.9729999995,0,0,0,0,0,0,0,0,0,0,0
61,526262.3579999987,0,0,0,0,0,0,0,0,0,0,0
62,465993.6359999984,0,0,0,0,0,0,0,0,0,0,0
63,483924.7150000011,0,0,0,0,0,0,0,0,0,0,0
64,521469.1999999989,0,0,0,0,0,0,0,0,0,0,0
65,665687.6809999979,0,0,0,0,0,0,0,0,0,0,0
66,612787.8610000004,0,0,0,0,0,0,0,0,0,0,0
67,593175.4299999987,0,0,0,0,0,0,0,0,0,0,0
68,242503.45000000036,0,0,0,0,0,0,0,0,0,0,0
69,271060.3710000007,0,0,0,0,0,0,0,0,0,0,0
70,138570.2560000003,0,0,0,0,0,0,0,0,0,0,0
71,109122.819999995,0,0,0,0,0,0,0,0,0,0,0
72,95379.58999999778,0,0,0,0,0,0,0,0,0,0,0
73,92693.29899999517,0,0,0,0,0,0,0,0,0,0,0
74,94820.77699999567,0,0,0,0,0,0,0,0,0,0,0
75,94914.25899999225,0,0,0,0,0,0,0,0,0,0,0
76,99725.69199999388,0,0,0,0,0,0,0,0,0,0,0
77,142835.15899999035,0,0,0,0,0,0,0,0,0,0,0
78,337897.40999999264,0,0,0,0,0,0,0,0,0,0,0
79,534400.9309999964,0,0,0,0,0,0,0,0,0,0,0
80,557699.6709999989,0,0,0,0,0,0,0,0,0,0,0
81,548698.2999999974,0,0,0,0,0,0,0,0,0,0,0
82,523612.901999997,0,0,0,0,0,0,0,0,0,0,0
83,542050.9539999969,0,0,0,0,0,0,0,0,0,0,0
84,480536.39399999817,0,0,0,0,0,0,0,0,0,0,0
85,134678.62399999952,0,0,0,0,0,0,0,0,0,0,0
86,317368.84899999946,0,0,0,0,0,0,0,0,0,0,0
87,486477.63299999747,0,0,0,0,0,0,0,0,0,0,0
88,512551.00699999847,0,0,0,0,0,0,0,0,0,0,0
89,681194.366999999,0,0,0,0,0,0,0,0,0,0,0
90,763463.6650000007,0,0,0,0,0,0,0,0,0,0,0
91,706782.7969999976,0,0,0,0,0,0,0,0,0,0,0
92,471061.8580000007,0,0,0,0,0,0,0,0,0,0,0
93,241501.61899999977,0,0,0,0,0,0,0,0,0,0,0
94,122809.37400000248,0,0,0,0,0,0,0,0,0,0,0
95,99274.66299999907,0,0,0,0,0,0,0,0,0,0,0
96,86354.40399999998,0,0,0,0,0,0,0,0,0,0,0
97,85638.62000000005,0,0,0,0,0,0,0,0,0,0,0
98,84750.20300000072,0,0,0,0,0,0,0,0,0,0,0
99,87017.0420000027,0,0,0,0,0,0,0,0,0,0,0
100,87420.73000000101,0,0,0,0,0,0,0,0,0,0,0
101,85634.18000000084,0,0,0,0,0,0,0,0,0,0,0
102,147283.7029999969,0,0,0,0,0,0,0,0,0,0,0
103,139559.49300000357,0,0,0,0,0,0,0,0,0,0,0
104,118439.01099999878,0,0,0,0,0,0,0,0,0,0,0
105,80660.92299999921,0,0,0,0,0,0,0,0,0,0,0
106,81967.22400000089,0,0,0,0,0,0,0,0,0,0,0
107,80998.96499999866,0,0,0,0,0,0,0,0,0,0,0
108,80174.00600000168,0,0,0,0,0,0,0,0,0,0,0
109,78930.73500000092,0,0,0,0,0,0,0,0,0,0,0
110,58025.64900000193,0,0,0,0,0,0,0,0,0,0,0
111,75648.95099999933,0,0,0,0,0,0,0,0,0,0,0
112,87523.33300000048,0,0,0,0,0,0,0,0,0,0,0
113,80417.52099999852,0,0,0,0,0,0,0,0,0,0,0
114,430566.4509999997,0,0,0,0,0,0,0,0,0,0,0
115,207516.06099999847,0,0,0,0,0,0,0,0,0,0,0
116,80148.3320000007,0,0,0,0,0,0,0,0,0,0,0
117,139341.85700000005,0,0,0,0,0,0,0,0,0,0,0
118,80824.04300000267,0,0,0,0,0,0,0,0,0,0,0
119,80900.8559999997,0,0,0,0,0,0,0,0,0,0,0
120,79700.23500000293,0,0,0,0,0,0,0,0,0,0,0
121,80415.6890000023,0,0,0,0,0,0,0,0,0,0,0
122,81168.75299999949,0,0,0,0,0,0,0,0,0,0,0
123,80492.20600000265,0,0,0,0,0,0,0,0,0,0,0
124,83072.17400000244,0,0,0,0,0,0,0,0,0,0,0
125,80920.31699999816,0,0,0,0,0,0,0,0,0,0,0
126,81200.81999999951,0,0,0,0,0,0,0,0,0,0,0
127,80437.37100000177,0,0,0,0,0,0,0,0,0,0,0
128,81781.21700000073,0,0,0,0,0,0,0,0,0,0,0
129,80472.75799999842,0,0,0,0,0,0,0,0,0,0,0
130,79887.59199999875,0,0,0,0,0,0,0,0,0,0,0
131,80631.71000000028,0,0,0,0,0,0,0,0,0,0,0
132,82211.6109999973,0,0,0,0,0,0,0,0,0,0,0
133,79442.59800000083,0,0,0,0,0,0,0,0,0,0,0
134,80432.86400000237,0,0,0,0,0,0,0,0,0,0,0
135,80306.32900000269,0,0,0,0,0,0,0,0,0,0,0
136,111870.80500000154,0,0,0,0,0,0,0,0,0,0,0
137,110592.233000002,0,0,0,0,0,0,0,0,0,0,0
138,198468.38300000186,0,0,0,0,0,0,0,0,0,0,0
139,275657.67699999723,0,0,0,0,0,0,0,0,0,0,0
140,173510.20400000038,0,0,0,0,0,0,0,0,0,0,0
141,84344.38000000484,0,0,0,0,0,0,0,0,0,0,0
142,111446.7140000013,0,0,0,0,0,0,0,0,0,0,0
143,184881.013999999,0,0,0,0,0,0,0,0,0,0,0
144,95764.43399999758,0,0,0,0,0,0,0,0,0,0,0
145,81089.30100000341,0,0,0,0,0,0,0,0,0,0,0
146,81312.31899999759,0,0,0,0,0,0,0,0,0,0,0
147,78723.90999999568,0,0,0,0,0,0,0,0,0,0,0
148,78164.26399999298,0,0,0,0,0,0,0,0,0,0,0
149,77799.30199999301,0,0,0,0,0,0,0,0,0,0,0
150,79850.6770000066,0,0,0,0,0,0,0,0,0,0,0
151,78411.04100000056,0,0,0,0,0,0,0,0,0,0,0
152,77897.89999999464,0,0,0,0,0,0,0,0,0,0,0
153,78110.1679999954,0,0,0,0,0,0,0,0,0,0,0
154,76949.20899999974,0,0,0,0,0,0,0,0,0,0,0
155,78855.72699999611,0,0,0,0,0,0,0,0,0,0,0
156,78382.93199999555,0,0,0,0,0,0,0,0,0,0,0
157,77941.21099999851,0,0,0,0,0,0,0,0,0,0,0
158,78947.63900000144,0,0,0,0,0,0,0,0,0,0,0
159,97404.72499999622,0,0,0,0,0,0,0,0,0,0,0
160,108447.65399999953,0,0,0,0,0,0,0,0,0,0,0
161,93131.44199999866,0,0,0,0,0,0,0,0,0,0,0
162,92886.7420000119,0,0,0,0,0,0,0,0,0,0,0
163,107590.23600000663,0,0,0,0,0,0,0,0,0,0,0
164,102904.28900000214,0,0,0,0,0,0,0,0,0,0,0
165,80750.68300000348,0,0,0,0,0,0,0,0,0,0,0
166,82218.95100000278,0,0,0,0,0,0,0,0,0,0,0
167,80227.06200000091,0,0,0,0,0,0,0,0,0,0,0
168,77311.52000000126,0,0,0,0,0,0,0,0,0,0,0
169,78380.42599999948,0,0,0,0,0,0,0,0,0,0,0
170,82330.14200000632,0,0,0,0,0,0,0,0,0,0,0
171,78126.82500000249,0,0,0,0,0,0,0,0,0,0,0
172,78116.7659999983,0,0,0,0,0,0,0,0,0,0,0
173,79084.53899999804,0,0,0,0,0,0,0,0,0,0,0
174,79344.37400000122,0,0,0,0,0,0,0,0,0,0,0
175,78353.21300000366,0,0,0,0,0,0,0,0,0,0,0
176,78138.23599999739,0,0,0,0,0,0,0,0,0,0,0
177,77524.20699999572,0,0,0,0,0,0,0,0,0,0,0
178,77894.86799999588,0,0,0,0,0,0,0,0,0,0,0
179,77911.30799999829,0,0,0,0,0,0,0,0,0,0,0
180,77114.48399999998,0,0,0,0,0,0,0,0,0,0,0
181,78690.45500000546,0,0,0,0,0,0,0,0,0,0,0
182,79473.62899999892,0,0,0,0,0,0,0,0,0,0,0
183,77924.8950000041,0,0,0,0,0,0,0,0,0,0,0
184,77817.14099999946,0,0,0,0,0,0,0,0,0,0,0
185,81753.19999999693,0,0,0,0,0,0,0,0,0,0,0
186,100983.42399999782,0,0,0,0,0,0,0,0,0,0,0
187,276642.0459999987,0,0,0,0,0,0,0,0,0,0,0
188,253292.2080000003,0,0,0,0,0,0,0,0,0,0,0
189,85839.59499999504,0,0,0,0,0,0,0,0,0,0,0
190,93815.34999999308,0,0,0,0,0,0,0,0,0,0,0
191,81780.89200000078,0,0,0,0,0,0,0,0,0,0,0
192,79362.7769999988,0,0,0,0,0,0,0,0,0,0,0
193,82996.53599999647,0,0,0,0,0,0,0,0,0,0,0
194,81745.26199999877,0,0,0,0,0,0,0,0,0,0,0
195,80486.87000000227,0,0,0,0,0,0,0,0,0,0,0
196,88603.74600000247,0,0,0,0,0,0,0,0,0,0,0
197,84274.7049999984,0,0,0,0,0,0,0,0,0,0,0
198,152258.6320000014,0,0,0,0,0,0,0,0,0,0,0
199,491538.8199999999,0,0,0,0,0,0,0,0,0,0,0
200,380709.042000001,0,0,0,0,0,0,0,0,0,0,0
201,240353.4490000039,0,0,0,0,0,0,0,0,0,0,0
202,82249.78200000481,0,0,0,0,0,0,0,0,0,0,0
203,68968.58899999839,0,0,0,0,0,0,0,0,0,0,0
204,224767.43900000607,0,0,0,0,0,0,0,0,0,0,0
205,102111.9790000206,0,0,0,0,0,0,0,0,0,0,0
206,99879.28800001138,0,0,0,0,0,0,0,0,0,0,0
207,440101.55900000077,0,0,0,0,0,0,0,0,0,0,0
208,589462.978999998,0,0,0,0,0,0,0,0,0,0,0
209,612777.7590000019,0,0,0,0,0,0,0,0,0,0,0
210,335374.41600000643,0,0,0,0,0,0,0,0,0,0,0
211,127786.90500000714,0,0,0,0,0,0,0,0,0,0,0
212,99063.96000001006,0,0,0,0,0,0,0,0,0,0,0
213,101552.84500001013,0,0,0,0,0,0,0,0,0,0,0
214,91119.63100001772,0,0,0,0,0,0,0,0,0,0,0
215,100364.21700001472,0,0,0,0,0,0,0,0,0,0,0
216,101751.60700000692,0,0,0,0,0,0,0,0,0,0,0
217,102232.45999999768,0,0,0,0,0,0,0,0,0,0,0
218,99999.1740000071,0,0,0,0,0,0,0,0,0,0,0
219,100545.13200000678,0,0,0,0,0,0,0,0,0,0,0
220,99924.98500000779,0,0,0,0,0,0,0,0,0,0,0
221,97489.46800000816,0,0,0,0,0,0,0,0,0,0,0
222,324935.18400001066,0,0,0,0,0,0,0,0,0,0,0
223,541975.3310000004,0,0,0,0,0,0,0,0,0,0,0
224,371445.7610000033,0,0,0,0,0,0,0,0,0,0,0
225,492198.65000000584,0,0,0,0,0,0,0,0,0,0,0
226,527771.4790000039,0,0,0,0,0,0,0,0,0,0,0
227,500872.6740000007,0,0,0,0,0,0,0,0,0,0,0
228,525946.9849999958,0,0,0,0,0,0,0,0,0,0,0
229,525779.3599999978,0,0,0,0,0,0,0,0,0,0,0
230,516549.3939999995,0,0,0,0,0,0,0,0,0,0,0
231,549717.1489999975,0,0,0,0,0,0,0,0,0,0,0
232,547875.461999999,0,0,0,0,0,0,0,0,0,0,0
233,642981.3510000015,0,0,0,0,0,0,0,0,0,0,0
234,667996.4029999992,0,0,0,0,0,0,0,0,0,0,0
235,555990.2760000043,0,0,0,0,0,0,0,0,0,0,0
236,96844.83600000644,0,0,0,0,0,0,0,0,0,0,0
237,98452.78400000813,0,0,0,0,0,0,0,0,0,0,0
238,101091.3060000102,0,0,0,0,0,0,0,0,0,0,0
239,96942.64600000517,0,0,0,0,0,0,0,0,0,0,0
240,95512.28100000348,0,0,0,0,0,0,0,0,0,0,0
241,94155.19900000593,0,0,0,0,0,0,0,0,0,0,0
242,95836.72900000504,0,0,0,0,0,0,0,0,0,0,0
243,96373.37000001172,0,0,0,0,0,0,0,0,0,0,0
244,96170.14500000382,0,0,0,0,0,0,0,0,0,0,0
245,356099.227000003,0,0,0,0,0,0,0,0,0,0,0
246,563477.3,0,0,0,0,0,0,0,0,0,0,0
247,553922.0080000003,0,0,0,0,0,0,0,0,0,0,0
248,552488.6959999984,0,0,0,0,0,0,0,0,0,0,0
249,516481.89400000515,0,0,0,0,0,0,0,0,0,0,0
250,503273.86200000445,0,0,0,0,0,0,0,0,0,0,0
251,361284.9560000103,0,0,0,0,0,0,0,0,0,0,0
252,99268.91100001411,0,0,0,0,0,0,0,0,0,0,0
253,99548.40900001314,0,0,0,0,0,0,0,0,0,0,0
254,99536.63100000445,0,0,0,0,0,0,0,0,0,0,0
255,96278.61600001357,0,0,0,0,0,0,0,0,0,0,0
256,545336.2450000034,0,0,0,0,0,0,0,0,0,0,0
257,748769.252000003,0,0,0,0,0,0,0,0,0,0,0
258,639417.758000002,0,0,0,0,0,0,0,0,0,0,0
259,534675.5290000027,0,0,0,0,0,0,0,0,0,0,0
260,537689.745000002,0,0,0,0,0,0,0,0,0,0,0
261,556300.1760000008,0,0,0,0,0,0,0,0,0,0,0
262,321765.30100000184,0,0,0,0,0,0,0,0,0,0,0
263,96095.53000000578,0,0,0,0,0,0,0,0,0,0,0
264,93431.95700000631,0,0,0,0,0,0,0,0,0,0,0
265,95402.09600000763,0,0,0,0,0,0,0,0,0,0,0
266,95193.23100000582,0,0,0,0,0,0,0,0,0,0,0
267,94029.44299999953,0,0,0,0,0,0,0,0,0,0,0
268,94912.89100001343,0,0,0,0,0,0,0,0,0,0,0
269,94352.75200001133,0,0,0,0,0,0,0,0,0,0,0
270,128152.67399999777,0,0,0,0,0,0,0,0,0,0,0
271,114316.34200000166,0,0,0,0,0,0,0,0,0,0,0
272,69065.90200000424,0,0,0,0,0,0,0,0,0,0,0
273,67781.34700000299,0,0,0,0,0,0,0,0,0,0,0
274,69792.10500000633,0,0,0,0,0,0,0,0,0,0,0
275,67420.64300000158,0,0,0,0,0,0,0,0,0,0,0
276,67946.08700000477,0,0,0,0,0,0,0,0,0,0,0
277,69475.7150000069,0,0,0,0,0,0,0,0,0,0,0
278,68211.50300000048,0,0,0,0,0,0,0,0,0,0,0
279,74434.08300000503,0,0,0,0,0,0,0,0,0,0,0
280,188958.9340000018,0,0,0,0,0,0,0,0,0,0,0
281,182811.8180000067,0,0,0,0,0,0,0,0,0,0,0
282,172078.89700001344,0,0,0,0,0,0,0,0,0,0,0
283,87247.5060000076,0,0,0,0,0,0,0,0,0,0,0
284,66745.89500001378,0,0,0,0,0,0,0,0,0,0,0
285,68552.89900000577,0,0,0,0,0,0,0,0,0,0,0
286,66770.81600000612,0,0,0,0,0,0,0,0,0,0,0
287,68986.28699999943,0,0,0,0,0,0,0,0,0,0,0
288,68304.30400000523,0,0,0,0,0,0,0,0,0,0,0
289,90473.8609999458,0,0,0,0,0,0,0,0,0,0,0
290,94661.47799994734,0,0,0,0,0,0,0,0,0,0,0
291,95222.99299996607,0,0,0,0,0,0,0,0,0,0,0
292,93322.94799999044,0,0,0,0,0,0,0,0,0,0,0
293,95370.97899997952,0,0,0,0,0,0,0,0,0,0,0
294,503361.7849999963,0,0,0,0,0,0,0,0,0,0,0
295,547543.8930000152,0,0,0,0,0,0,0,0,0,0,0
296,573786.0550000079,0,0,0,0,0,0,0,0,0,0,0
297,665531.841000015,0,0,0,0,0,0,0,0,0,0,0
298,550618.969999988,0,0,0,0,0,0,0,0,0,0,0
299,462211.5239999844,0,0,0,0,0,0,0,0,0,0,0
300,516139.36899998016,0,0,0,0,0,0,0,0,0,0,0
301,539553.3340000097,0,0,0,0,0,0,0,0,0,0,0
302,585982.5080000053,0,0,0,0,0,0,0,0,0,0,0
303,552648.236000006,0,0,0,0,0,0,0,0,0,0,0
304,560233.4940000133,0,0,0,0,0,0,0,0,0,0,0
305,645090.3670000125,0,0,0,0,0,0,0,0,0,0,0
306,579492.0550000174,0,0,0,0,0,0,0,0,0,0,0
307,410648.6790000074,0,0,0,0,0,0,0,0,0,0,0
308,216289.4380000098,0,0,0,0,0,0,0,0,0,0,0
309,142659.03999999035,0,0,0,0,0,0,0,0,0,0,0
310,174819.73999998838,0,0,0,0,0,0,0,0,0,0,0
311,133193.45799994728,0,0,0,0,0,0,0,0,0,0,0
312,123934.41499996172,0,0,0,0,0,0,0,0,0,0,0
313,180765.07899996545,0,0,0,0,0,0,0,0,0,0,0
314,98606.27299995867,0,0,0,0,0,0,0,0,0,0,0
315,157935.67699995803,0,0,0,0,0,0,0,0,0,0,0
316,148238.899999981,0,0,0,0,0,0,0,0,0,0,0
317,106261.40599997099,0,0,0,0,0,0,0,0,0,0,0
318,335772.96199999383,0,0,0,0,0,0,0,0,0,0,0
319,592228.9260000056,0,0,0,0,0,0,0,0,0,0,0
320,570250.6680000073,0,0,0,0,0,0,0,0,0,0,0
321,571680.245999985,0,0,0,0,0,0,0,0,0,0,0
322,515679.0669999766,0,0,0,0,0,0,0,0,0,0,0
323,324440.8429999788,0,0,0,0,0,0,0,0,0,0,0
324,136128.44999996465,0,0,0,0,0,0,0,0,0,0,0
325,128336.48099995978,0,0,0,0,0,0,0,0,0,0,0
326,183488.2079999562,0,0,0,0,0,0,0,0,0,0,0
327,108793.03999994414,0,0,0,0,0,0,0,0,0,0,0
328,158457.75799994523,0,0,0,0,0,0,0,0,0,0,0
329,166111.12699994486,0,0,0,0,0,0,0,0,0,0,0
330,95542.83099994835,0,0,0,0,0,0,0,0,0,0,0
331,186278.05899996514,0,0,0,0,0,0,0,0,0,0,0
332,139012.56799994758,0,0,0,0,0,0,0,0,0,0,0
333,125372.30699994267,0,0,0,0,0,0,0,0,0,0,0
334,185321.71499995998,0,0,0,0,0,0,0,0,0,0,0
335,131380.9649999701,0,0,0,0,0,0,0,0,0,0,0
336,149525.97199994785,0,0,0,0,0,0,0,0,0,0,0
337,165994.91699994047,0,0,0,0,0,0,0,0,0,0,0
338,97155.59099994457,0,0,0,0,0,0,0,0,0,0,0
339,181053.85999996628,0,0,0,0,0,0,0,0,0,0,0
