min,agg,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class11
201,1473.6120000000003,0,0,1,0,0,1,1,1,0,0,1
202,1542.6780000000003,0,0,1,0,0,1,1,1,0,0,1
203,1558.2279999999998,0,0,1,0,0,1,1,1,0,0,1
204,1642.708,0,0,1,0,0,1,1,1,0,0,1
205,1467.516,0,0,1,0,0,1,1,1,0,0,1
206,1431.5499999999997,0,0,1,0,0,1,1,1,0,0,1
207,1338.283,0,0,1,0,0,1,1,1,0,0,1
208,1592.559,0,0,1,0,0,1,1,1,0,0,1
209,1599.9570000000006,0,0,1,1,0,1,1,1,0,0,1
210,1559.0819999999999,0,0,1,1,0,1,1,1,0,0,1
211,1533.2710000000002,0,0,1,0,0,1,1,1,0,0,1
212,1446.3930000000005,0,0,1,1,0,1,1,1,0,0,1
213,1664.5670000000002,0,0,1,0,0,1,1,1,0,0,1
214,1632.0670000000005,0,0,1,0,0,1,1,1,0,0,1
215,1575.7839999999992,0,0,1,1,0,1,1,1,0,0,1
216,1531.99,0,0,1,0,0,1,1,1,0,0,1
217,1662.015,0,0,1,1,0,1,1,1,0,0,1
218,1707.7429999999995,0,0,1,0,0,1,1,1,0,0,1
219,1654.9279999999999,0,0,1,0,0,1,1,1,0,0,1
220,1545.5319999999995,0,0,1,1,0,1,1,1,0,0,1
221,1367.6119999999999,0,0,1,1,0,1,1,1,0,0,1
222,1599.778,0,0,1,0,0,1,1,1,0,0,1
223,1603.2539999999997,0,0,1,1,0,1,1,1,0,0,1
224,1466.1770000000001,0,0,1,0,0,1,1,1,0,0,1
225,1444.6209999999999,0,0,1,0,0,1,1,1,0,0,1
226,1501.0879999999995,0,0,1,0,0,1,1,1,0,0,1
227,1645.1990000000003,0,0,1,0,0,1,1,1,0,0,1
228,1500.81,0,0,1,0,0,1,1,1,0,0,1
229,1568.0269999999994,0,0,1,1,0,1,1,1,0,0,1
230,1466.3560000000004,0,0,1,0,0,1,1,1,0,0,1
231,1593.5979999999997,0,0,1,1,0,1,1,1,0,0,1
232,1605.1879999999999,0,0,1,0,0,1,1,1,0,0,1
233,1504.5140000000004,0,0,1,0,0,1,1,1,0,0,1
234,1425.4370000000001,0,0,1,1,0,1,1,1,0,0,1
235,1452.9669999999999,0,0,1,1,0,1,1,1,0,0,1
236,1642.5910000000003,0,0,1,0,0,1,1,1,0,0,1
237,1651.795,0,0,1,1,0,1,1,1,0,0,1
238,1533.9919999999995,0,0,1,0,0,1,1,1,0,0,1
239,1454.8949999999998,0,0,1,0,0,1,1,1,0,0,1
240,1584.919,0,0,1,0,0,1,1,1,0,0,1
241,1663.9019999999998,0,0,1,0,0,1,1,1,0,0,1
242,1409.9640000000002,0,0,1,0,0,1,1,1,0,0,1
243,1385.6029999999996,0,0,1,0,0,1,1,1,0,0,1
244,1474.376,0,0,1,0,0,1,1,1,0,0,1
245,1625.192,0,0,1,1,0,1,1,1,0,0,1
246,1607.881,0,0,1,0,0,1,1,1,0,0,1
247,1555.4620000000002,0,0,1,0,0,1,1,1,0,0,1
248,1538.1340000000002,0,0,1,0,0,1,1,1,0,0,1
249,1387.8479999999995,0,0,1,1,0,1,1,1,0,0,1
250,1668.1520000000003,0,0,1,1,0,1,1,1,0,0,1
251,1619.9279999999999,0,0,1,0,0,1,1,1,0,0,1
252,1550.392,0,0,1,1,0,1,1,1,0,0,1
253,1484.296,0,0,1,0,0,1,1,1,0,0,1
254,1574.498,0,0,1,0,0,1,1,1,0,0,1
255,1686.917,0,0,1,0,0,1,1,1,0,0,1
256,1693.631,0,0,1,0,0,1,1,1,0,0,1
257,1444.6079999999993,0,0,1,0,0,1,1,1,0,0,1
258,1369.1400000000003,0,0,1,0,0,1,1,1,0,0,1
259,1518.3259999999998,0,0,1,0,0,1,1,1,0,0,1
260,1600.1390000000001,0,0,1,1,0,1,1,1,0,0,1
261,1599.224,0,0,1,0,0,1,1,1,0,0,1
262,1504.1860000000001,0,0,1,0,0,1,1,1,0,0,1
263,1542.823,0,0,1,1,0,1,1,1,0,0,1
264,1625.0409999999997,0,0,1,1,0,1,1,1,0,0,1
265,1682.3960000000002,0,0,1,0,0,1,1,1,0,0,1
266,1652.5510000000002,0,0,1,1,0,1,1,1,0,0,1
267,1510.4500000000003,0,0,1,0,0,1,1,1,0,0,1
268,1731.3570000000002,0,0,1,1,0,1,1,1,0,0,1
269,1631.7320000000002,0,0,1,1,0,1,1,1,0,0,1
270,1509.9239999999998,0,0,1,0,0,1,1,1,0,0,1
271,1669.4870000000003,0,0,1,0,0,1,1,1,0,0,1
272,1414.1720000000007,0,0,1,0,0,1,1,1,0,0,1
273,1481.805,0,0,1,0,0,1,1,1,0,0,1
274,1750.4129999999996,0,0,1,1,0,1,1,1,0,0,1
275,1718.1290000000004,0,0,1,0,0,1,1,1,0,0,1
276,1422.461,0,0,1,1,0,1,1,1,0,0,1
277,1546.2829999999997,0,0,1,1,0,1,1,1,0,0,1
278,1534.9450000000004,0,0,1,0,0,1,1,1,0,0,1
279,1590.6680000000022,0,0,1,1,0,1,1,1,0,0,1
280,1559.5829999999996,0,0,1,0,0,1,1,1,0,0,1
281,1359.853,0,0,1,0,0,1,1,1,0,0,1
282,1610.1650000000002,0,0,1,0,0,1,1,1,0,0,1
283,1619.8,0,0,1,0,0,1,1,1,0,0,1
284,1503.3359999999975,0,0,1,1,0,1,1,1,0,0,1
285,1581.9170000000001,0,0,1,0,0,1,1,1,0,0,1
286,1323.914000000001,0,0,1,1,0,1,1,1,0,0,1
287,1500.3070000000002,0,0,1,0,0,1,1,1,0,0,1
288,1693.188,0,0,1,0,0,1,1,1,0,0,1
289,1655.1629999999998,0,0,1,0,0,1,1,1,0,0,1
290,1401.5929999999998,0,0,1,1,0,1,1,1,0,0,1
291,1543.298,0,0,1,0,0,1,1,1,0,0,1
292,1655.1150000000005,0,0,1,1,0,1,1,1,0,0,1
293,1672.4180000000001,0,0,1,0,0,1,1,1,0,0,1
294,1556.7170000000003,0,0,1,1,0,1,1,1,0,0,1
295,1262.909,0,0,1,0,0,1,1,1,0,0,1
296,1546.1979999999999,0,0,1,0,0,1,1,1,0,0,1
297,1691.9219999999998,0,0,1,0,0,1,1,1,0,0,1
298,1522.1750000000006,0,0,1,0,0,1,1,1,0,0,1
299,1528.696,0,0,1,0,0,1,1,1,0,0,1
300,1505.1740000000002,0,0,1,0,0,1,1,1,0,0,1
301,1711.108,0,0,1,0,0,1,1,1,0,0,1
302,1673.7640000000006,0,0,1,1,0,1,1,1,0,0,1
303,1594.318,0,0,1,0,0,1,1,1,0,0,1
304,1370.3659999999998,0,0,1,1,0,1,1,1,0,0,1
305,1419.675,0,0,1,0,0,1,1,1,0,0,1
306,1572.2489999999996,0,0,1,0,0,1,1,1,0,0,1
307,1613.3229999999999,0,0,1,1,0,1,1,1,0,0,1
308,1542.6689999999999,0,0,1,1,0,1,1,1,0,0,1
309,1585.6950000000004,0,0,1,0,0,1,1,1,0,0,1
310,1623.1490000000015,0,0,1,1,0,1,1,1,0,0,1
311,1696.769000000001,0,0,1,0,0,1,1,1,0,0,1
312,1637.7079999999999,0,0,1,0,0,1,1,1,0,0,1
313,1552.53,0,0,1,0,0,1,1,1,0,0,1
314,1483.0920000000003,0,0,1,0,0,1,1,1,0,0,1
315,1495.238,0,0,1,1,0,1,1,1,0,0,1
316,1551.6430000000005,0,0,1,0,0,1,1,1,0,0,1
317,1595.616,0,0,1,0,0,1,1,1,0,0,1
318,1382.5790000000002,0,0,1,0,0,1,1,1,0,0,1
319,1623.1250000000023,0,0,1,1,0,1,1,1,0,0,1
320,1648.6849999999995,0,0,1,0,0,1,1,1,0,0,1
321,1595.1089999999997,0,0,1,1,0,1,1,1,0,0,1
322,1647.5679999999995,0,0,1,0,0,1,1,1,0,0,1
323,1459.3969999999997,0,0,1,0,0,1,1,1,0,0,1
324,1585.081,0,0,1,0,0,1,1,1,0,0,1
325,1457.197,0,0,1,0,0,1,1,1,0,0,1
326,1598.4060000000004,0,0,1,0,0,1,1,1,0,0,1
327,1557.7119999999998,0,0,1,1,0,1,1,1,0,0,1
328,1426.1690000000021,0,0,1,1,0,1,1,1,0,0,1
329,1578.591,0,0,1,0,0,1,1,1,0,0,1
330,1596.7270000000008,0,0,1,1,0,1,1,1,0,0,1
331,1657.6560000000002,0,0,1,1,0,1,1,1,0,0,1
332,1542.3290000000004,0,0,1,0,0,1,1,1,0,0,1
333,1437.724,0,0,1,0,0,1,1,1,0,0,1
334,1580.6609999999994,0,0,1,1,0,1,1,1,0,0,1
335,1554.2929999999997,0,0,1,0,0,1,1,1,0,0,1
336,1635.7939999999999,0,0,1,0,0,1,1,1,0,0,1
337,1453.6129999999996,0,0,1,0,0,1,1,1,0,0,1
338,1459.2709999999997,0,0,1,0,0,1,1,1,0,0,1
339,1567.3230000000008,0,0,1,0,0,1,1,1,0,0,1
340,1641.5250000000003,0,0,1,1,0,1,1,1,0,0,1
341,1558.2080000000005,0,0,1,0,0,1,1,1,0,0,1
342,1395.5829999999999,0,0,1,0,0,1,1,1,0,0,1
343,1535.8200000000006,0,0,1,0,0,1,1,1,0,0,1
344,1581.871,0,0,1,0,0,1,1,1,0,0,1
345,1606.7519999999997,0,0,1,0,0,1,1,1,0,0,1
346,1571.1420000000005,0,0,1,0,0,1,1,1,0,0,1
347,1492.064,0,0,1,0,0,1,1,1,0,0,1
348,1605.4140000000002,0,0,1,0,0,1,1,1,0,0,1
349,1595.8099999999997,0,0,1,0,0,1,1,1,0,0,1
350,1703.7099999999996,0,0,1,1,0,1,1,1,0,0,1
351,1453.721,0,0,1,1,0,1,1,1,0,0,1
352,1351.7879999999998,0,0,1,0,0,1,1,1,0,0,1
353,1546.6150000000002,0,0,1,1,0,1,1,1,0,0,1
354,1528.2050000000002,0,0,1,1,0,1,1,1,0,0,1
355,1518.0800000000022,0,0,1,1,0,1,1,1,0,0,1
356,1575.686,0,0,1,0,0,1,1,1,0,0,1
357,1664.0990000000004,0,0,1,0,0,1,1,1,0,0,1
358,1526.6939999999997,0,0,1,0,0,1,1,1,0,0,1
359,1505.0470000000005,0,0,1,0,0,1,1,1,0,0,1
360,1590.3770000000002,0,0,1,0,0,1,1,1,0,0,1
361,1610.7759999999998,0,0,1,0,0,1,1,1,0,0,1
362,1631.438,0,0,1,1,0,1,1,1,0,0,1
363,1505.147,0,0,1,1,0,1,1,1,0,0,1
364,2009.887,0,0,1,0,0,1,1,1,0,0,1
365,2539.3839999999996,0,0,1,1,0,1,1,1,0,0,1
366,2238.6110000000003,0,0,1,1,0,1,1,1,0,0,1
367,2541.938,0,0,1,0,0,1,1,1,0,0,1
368,2552.723,0,0,1,1,0,1,1,1,0,0,1
369,2523.4500000000007,0,0,1,1,0,1,1,1,0,0,1
370,2500.492999999999,0,0,1,0,0,1,1,1,0,0,1
371,2355.1529999999993,0,0,1,0,0,1,1,1,0,0,1
372,2505.412,0,0,1,0,0,1,1,1,0,0,1
373,2577.1780000000003,0,0,1,0,0,1,1,1,0,0,1
374,2520.5060000000003,0,0,1,0,0,1,1,1,0,0,1
375,2390.821,0,0,1,0,0,1,1,1,0,0,1
376,2526.457999999999,0,0,1,1,0,1,1,1,0,0,1
377,2423.2189999999996,0,0,1,0,0,1,1,1,0,0,1
378,2313.359,0,0,1,0,0,1,1,1,0,0,1
379,2581.214000000001,0,0,1,1,0,1,1,1,0,0,1
380,2513.998000000001,0,0,1,1,0,1,1,1,0,0,1
381,2562.271000000002,0,0,1,1,0,1,1,1,0,0,1
382,2352.918,0,0,1,0,0,1,1,1,0,0,1
383,2424.177999999999,0,0,1,0,0,1,1,1,0,0,1
384,2402.5860000000007,0,0,1,1,0,1,1,1,0,0,1
385,2572.096,0,0,1,0,0,1,1,1,0,0,1
386,2456.592,0,0,1,0,0,1,1,1,0,0,1
387,2538.103,0,0,1,0,0,1,1,1,0,0,1
388,2540.3689999999997,0,0,1,0,0,1,1,1,0,0,1
389,2150.348999999999,0,0,1,1,0,1,1,1,0,0,1
390,2496.019,0,0,1,0,0,1,1,1,0,0,1
391,2458.6859999999997,0,0,1,0,0,1,1,1,0,0,1
392,2525.9029999999993,0,0,1,0,0,1,1,1,0,0,1
393,2469.4110000000005,0,0,1,0,0,1,1,1,0,0,1
394,2561.8289999999993,0,0,1,1,0,1,1,1,0,0,1
395,2539.4489999999996,0,0,1,0,0,1,1,1,0,0,1
396,2616.9599999999996,0,0,1,1,0,1,1,1,0,0,1
397,2363.2420000000006,0,0,1,0,0,1,1,1,0,0,1
398,2487.4,0,0,1,0,0,1,1,1,0,0,1
399,2570.0269999999996,0,0,1,0,0,1,1,1,0,0,1
400,2371.9730000000004,0,0,1,1,0,1,1,1,0,0,1
401,2400.7400000000002,0,0,1,0,0,1,1,1,0,0,1
402,2546.457,0,0,1,0,0,1,1,1,0,0,1
403,2523.5459999999994,0,0,1,0,0,1,1,1,0,0,1
404,2461.401000000001,0,0,1,0,0,1,1,1,0,0,1
405,2419.7529999999997,0,0,1,1,0,1,1,1,0,0,1
406,2427.772,0,0,1,0,0,1,1,1,0,0,1
407,2492.092,0,0,1,0,0,1,1,1,0,0,1
408,2430.971,0,0,1,1,0,1,1,1,0,0,1
409,2501.684,0,0,1,1,0,1,1,1,0,0,1
410,9309.726999999999,0,0,1,1,0,1,1,1,0,0,1
411,10104.588,0,0,1,0,0,1,1,1,0,0,1
412,9613.081999999999,0,0,1,0,0,1,1,1,0,0,1
413,9193.989,0,0,1,0,0,1,1,1,0,0,1
414,8396.502000000002,0,0,1,0,0,1,1,1,0,0,1
415,9454.657,0,0,1,1,0,1,1,1,0,0,1
416,9904.36,0,0,1,0,0,1,1,1,0,0,1
417,10660.874999999996,0,0,1,0,0,1,1,1,0,0,1
418,10048.327,0,0,1,0,0,1,1,1,0,0,1
419,10065.622,0,0,1,0,0,1,1,1,0,0,1
420,9821.894999999999,0,0,1,1,0,1,1,1,0,0,1
421,9258.513,0,0,1,0,0,1,1,1,0,0,1
422,9875.89,0,0,1,0,0,1,1,1,0,0,1
423,9957.492000000002,0,0,1,1,0,1,1,1,0,0,1
424,9718.492999999999,0,0,1,1,0,1,1,1,0,0,1
425,9537.829999999998,0,0,1,0,0,1,1,1,0,0,1
426,7955.43,0,0,1,0,0,1,1,1,0,0,1
427,8687.867,0,0,1,1,0,1,1,1,0,0,1
428,10617.210999999998,0,0,1,0,0,1,1,1,0,0,1
429,9194.992999999999,0,0,1,0,0,1,1,1,0,0,1
430,9928.043999999993,0,0,1,0,0,1,1,1,0,0,1
431,10353.694000000001,0,0,1,1,0,1,1,1,0,0,1
432,9613.521999999999,0,0,1,1,0,1,1,1,0,0,1
433,10226.529000000002,0,0,1,0,0,1,1,1,0,0,1
434,9402.339000000002,0,0,1,0,0,1,1,1,0,0,1
435,9594.634000000002,0,0,1,0,0,1,1,1,0,0,1
436,10117.847,0,0,1,0,0,1,1,1,0,0,1
437,9583.544,0,0,1,1,0,1,1,1,0,0,1
